#,Nombre de presa,Nombre común,Organismo de cuenca,Entidad federativa,NAME Elevación (msnm),NAME Almacenamiento (hm³),NAMO Elevación (msnm),NAMO Almacenamiento (hm³),Elevación Actual (msnm),Almacenamiento Actual (hm³),% de llenado actual
28,"El Cazadero, Zac.                                                                                                                                     ","El Cazadero, Zac                                  ",Cuencas Centrales del Norte,Zacatecas,1919.94,44.68,1916,22.178,1912.49,22.411,101
132,"Ing. Santiago Camarena, Jal.                                                                                                                          ","La Vega, Jal.                                     ",Lerma-Santiago-Pacífico,Jalisco,1258.86,80,1257,44.035,1257,44.03,100
135,"Plutarco Elías Calles, Son.                                                                                                                           ","El Novillo, Son.                                  ",Noroeste,Sonora,296.8,3511.96,290.5,2833.07,288.55,2789.46,98
58,"Manuel M. Diéguez, Jal.                                                                                                                               ","Santa Rosa, Jal.                                  ",Lerma-Santiago-Pacífico,Jalisco,748,418,746.46,393.36,744.69,384.26,98
6,"Agostitlán, Mich.                                                                                                                                     ","Mata de Pinos, Mich.                              ",Balsas,Michoacán,2377.84,18.754,2376.6,15.675,2376.19,15.38,98
72,"Lic. Eustaquio Buelna, Sin.                                                                                                                           ","Guamúchil, Sin.                                   ",Pacífico Norte,Sinaloa,68.85,264.95,63.54,80.08,60.64,76.6,96
124,"Cincuenta Aniversario, Ags.                                                                                                                           ",San José de Gracia                                ,Lerma-Santiago-Pacífico,Aguascalientes,2088.57,5.039,2086,4.1,2085.32,3.902,95
137,"Basilio Vadillo, Jal.                                                                                                                                 ","Las Piedras, Jal.                                 ",Lerma-Santiago-Pacífico,Jalisco,978.97,146.888,974.35,124.75,968.46,117.58,94
94,"José María Morelos y Pavón, Mich.                                                                                                                     ","La Villita, Mich.                                 ",Balsas,Michoacán,56.73,686.94,51.2,545.93,50.38,514.2,94
113,"Ignacio Ramírez, Méx.                                                                                                                                 ","La Gavia, Méx.                                    ",Lerma-Santiago-Pacífico,México,2550.48,36.3,2548.48,20.5,2548.25,19.07,93
44,"Jocoque, Ags.                                                                                                                                         ","Derecha Jocoque, Ags.                             ",Lerma-Santiago-Pacífico,Aguascalientes,1943.4,11.4,1942.45,10.975,1940.93,9.911,90
95,"Infiernillo, Mich.                                                                                                                                    ","Infiernillo, Mich.                                ",Balsas,Guerrero,183.2,15194.8,169,9367.77,165.97,8298.46,89
13,"Manuel Ávila Camacho, Pue.                                                                                                                            ","Valsequillo o Balcón del Diablo, Pue.             ",Balsas,Puebla,2062,391.489,2059.02,300.654,2057.57,268.06,89
119,"Danxho, Méx.                                                                                                                                          ","Danxho, Méx.                                      ",Aguas del Valle de México,México,2455.13,32.67,2454,31.046,2453.19,27.4,88
53,"El Estribón, Jal.                                                                                                                                     ","El Estribón, Jal.                                 ",Lerma-Santiago-Pacífico,Jalisco,1881.41,7.74,1880,6.378,1878.95,5.59,88
4,"Endhó, Hgo.                                                                                                                                           ","Endhó, Hgo.                                       ",Aguas del Valle de México,Hidalgo,2020,208.65,2018,182.9,2016.34,161.68,88
5,"San José Atlanga, Tlax.                                                                                                                               ","Atlanga,Tlax.                                     ",Balsas,Tlaxcala,2486.87,47.97,2486.4,42.63,2484.83,37.13,87
55,"Aguamilpa Solidaridad, Nay.                                                                                                                           ","Aguamilpa, Nay.                                   ",Lerma-Santiago-Pacífico,Nayarit,232,6950,222,5785.16,214.87,4987,86
140,"Cajón de Peña, Jal.                                                                                                                                   ","Tomatlán, Jal.                                    ",Lerma-Santiago-Pacífico,Jalisco,139.2,707.62,131.66,500,128.58,424.69,85
120,"Tercer Mundo, Mich.                                                                                                                                   ","Chincua, Mich.                                    ",Lerma-Santiago-Pacífico,Michoacán,2428.58,17.332,2427.58,14.972,2460.63,12.74,85
111,"Ñadó, Méx.                                                                                                                                            ","Ñadó, Méx.                                        ",Aguas del Valle de México,México,2475.5,18.85,2474,16.8,2471.92,14.2,85
93,"Zicuirán, Mich.                                                                                                                                       ","La Peña, Mich.                                    ",Balsas,Michoacán,301.44,47.485,299,36.294,294.4,30.8,85
59,"El Niágara, Ags.                                                                                                                                      ","El Niágara, Ags.                                  ",Lerma-Santiago-Pacífico,Aguascalientes,1832.4,31.695,1828.4,16.188,1827.45,13.69,85
37,"Cointzio, Mich.                                                                                                                                       ","Cointzio, Mich.                                   ",Lerma-Santiago-Pacífico,Michoacán,2001.32,79.233,1999.47,68.52,1988.44,58.53,85
109,"Estudiante Ramiro Caballero Dorantes, Tamps.                                                                                                          ","Las Ánimas, Tamps.                                ",Golfo Norte,Tamaulipas,52.55,654.37,51.7,563.443,50.65,470.82,84
76,"Miguel Hidalgo, Sin.                                                                                                                                  ","El Mahoné, Sin.                                   ",Pacífico Norte,Sinaloa,148,4171.27,142.36,3312.89,138.69,2771.39,84
21,"Valerio Trujano, Gro.                                                                                                                                 ","Tepecoacuilco, Gro.                               ",Balsas,Guerrero,842.78,51.727,840,31.014,837.58,25.92,84
90,"Valle de Bravo, Méx.                                                                                                                                  ","Valle de Bravo, Méx.                              ",Balsas,México,1833,449.42,1830,394.39,1826.1,326.16,83
11,"Requena, Hgo.                                                                                                                                         ","Requena, Hgo.                                     ",Aguas del Valle de México,Hidalgo,2110.3,61.519,2109,51.56,2107.56,42.98,83
122,"Laguna del Fresno, Mich.                                                                                                                              ","Laguna del Fresno, Mich.                          ",Lerma-Santiago-Pacífico,Michoacán,2057,13.132,2055.98,10.299,2056,8.43,82
107,"Miguel de la Madrid Hurtado, Oax.                                                                                                                     ","Cerro de Oro, Oax.                                ",Golfo Centro,Oaxaca,70.01,3547.16,64.86,2599.51,64.69,2122.52,82
81,"Santa Elena, Dgo.                                                                                                                                     ","Santa Elena, Dgo.                                 ",Pacífico Norte,Durango,2001.61,18.766,1999.8,15.08,1998.31,12.4,82
71,"Gustavo Díaz Ordaz, Sin.                                                                                                                              ","Bacurato, Sin.                                    ",Pacífico Norte,Sinaloa,252.5,2687.07,237.06,1618.75,228.52,1325.8,82
19,"Pedro José Méndez, Tamps.                                                                                                                             ","Pedro J. Méndez, Tamps.                           ",Golfo Norte,Tamaulipas,449.4,38.36,447.22,31.26,445.27,25.62,82
20,"República Española, Tamps.                                                                                                                            ","Real Viejo o El Sombrero, Tamps.                  ",Golfo Norte,Tamaulipas,89.43,105.99,83,54.78,81.86,44.35,81
139,"Laguna de Amela, Col.                                                                                                                                 ","Tecomán, Col.                                     ",Lerma-Santiago-Pacífico,Colima,7.64,41.3,7.39,38.343,6.73,30.82,80
73,"Ing. Aurelio Benassini Vizcaíno, Sin.                                                                                                                 ","El Salto o Elota, Sin.                            ",Pacífico Norte,Sinaloa,164.64,815.592,154.5,403.9,151.18,322.3,80
101,"Constitución de Apatzingán, Jal.                                                                                                                      ","Chilatán, Jal.                                    ",Balsas,Jalisco,437.68,807.15,429.45,590.025,422.76,464.75,79
92,"La Concepción, Méx.                                                                                                                                   ","La Concepción, Méx.                               ",Aguas del Valle de México,México,2352.54,12.599,2352.1,12.111,2349.62,9.59,79
80,"Presidente Guadalupe Victoria, Dgo.                                                                                                                   ","El Tunal, Dgo.                                    ",Pacífico Norte,Durango,1934.61,94.617,1931,78.06,1925.55,60.09,77
130,"Álvaro Obregón, Son.                                                                                                                                  ","Oviachic, Son.                                    ",Noroeste,Sonora,112.2,4409.75,105.5,3023.15,100.83,2282.69,76
38,"Copándaro, Mich.                                                                                                                                      ","Copándaro de Dolores, Mich.                       ",Lerma-Santiago-Pacífico,Michoacán,1989.21,9.717,1987.66,2.752,1986.04,2.1,76
114,"Tepuxtepec, Mich.                                                                                                                                     ","Tepuxtepec, Mich.                                 ",Lerma-Santiago-Pacífico,Michoacán,2350,537.527,2348.11,449.97,2345.34,336.39,75
40,"José Antonio Alzate, Méx.                                                                                                                             ","San Bernabé, Méx.                                 ",Lerma-Santiago-Pacífico,México,2566.92,52.509,2565.5,35.312,2564.59,26.51,75
39,"La Esperanza, Hgo.                                                                                                                                    ","La Esperanza, Hgo.                                ",Golfo Norte,Hidalgo,2209.6,4.2,2207.7,3.92,2206.44,2.94,75
23,"Doctor Belisario Domínguez, Chis.                                                                                                                     ","La Angostura, Chis.                               ",Frontera Sur,Chiapas,539.5,19736.4,533,13169.6,527.06,9833.02,75
136,"Adolfo Ruiz Cortines, Son.                                                                                                                            ","Mocúzari, Son.                                    ",Noroeste,Sonora,145.47,1822.14,138.46,1200,132.53,870.47,73
138,"Corrinchis, Jal.                                                                                                                                      ",Corrinchis                                        ,Lerma-Santiago-Pacífico,Jalisco,1336.1,29,1332.6,20,1329.94,14.401,72
68,"Santiago Bayacora, Dgo.                                                                                                                               ","Santiago Bayacora, Dgo.                           ",Pacífico Norte,Durango,1965.94,169.869,1959.01,130.047,1951.15,93.68,72
17,"Vicente Guerrero, Gro.                                                                                                                                ","Palos Altos, Gro.                                 ",Balsas,Guerrero,430.3,300,425,249.49,418.67,179,72
12,"Vicente Aguirre, Hgo.                                                                                                                                 ","Las Golondrinas, Hgo.                             ",Aguas del Valle de México,Hidalgo,1855.5,19.685,1854.9,17.799,1855.45,12.78,72
7,"El Bosque, Mich.                                                                                                                                      ","El Bosque, Mich.                                  ",Balsas,Michoacán,1743,220.1,1741.4,202.4,1735.72,145.65,72
85,"Revolución Mexicana, Gro.                                                                                                                             ","El Guineo, Gro.                                   ",Pacífico Sur,Guerrero,107.59,259.502,94.4,126.694,89.18,89.86,71
18,"San Juanico, Mich.                                                                                                                                    ","La Laguna, Mich.                                  ",Balsas,Michoacán,1604.56,71.69,1603.86,60.545,1602.27,43.1,71
24,"Nezahualcóyotl, Chis.                                                                                                                                 ","Malpaso, Chis.                                    ",Frontera Sur,Chiapas,188,14056.3,182.5,9317.39,171.26,6162.69,66
131,"Ramón Corona Madrigal General, Jal.                                                                                                                   ","Trigomil, Jal.                                    ",Lerma-Santiago-Pacífico,Jalisco,1209.36,324,1201.4,250,1189.2,159.28,64
60,"La Red, Jal.                                                                                                                                          ","La Red, Jal.                                      ",Lerma-Santiago-Pacífico,Jalisco,1794.7,18.3,1792.5,14.25,1789.53,9.05,64
30,"La Cangrejera, Ver.                                                                                                                                   ","La Crangrejera, Ver.                              ",Golfo Centro,Veracruz de Ignacio de la Llave,21.65,31.6,21.25,28.537,18.68,18.3,64
108,"Ing. Fernando Hiriart Balderrama, Hgo.                                                                                                                ","Zimapán, Hgo.                                     ",Golfo Norte,Hidalgo,1563,1460,1560,1390,1533.06,880.22,63
150,"Ing. Guillermo Blake Águilar, Sin.                                                                                                                    ","El Sabinal, Sin.                                  ",Pacífico Norte,Sinaloa,196.61,469.2,188.45,294.58,181.05,183.2,62
127,"Chila, Jal.                                                                                                                                           ","Chila, Jal.                                       ",Lerma-Santiago-Pacífico,Jalisco,99,1,98.7,0.762,97.2,0.469,62
148,"Caboraca, Dgo.                                                                                                                                        ","Canoas, Dgo.                                      ",Pacífico Norte,Durango,2001.28,57.88,1998.25,45,1993.52,27.67,61
45,"Jaripo, Mich.                                                                                                                                         ","Jaripo, Mich.                                     ",Lerma-Santiago-Pacífico,Michoacán,1580.42,9.265,1578.91,6.028,1575.48,3.65,61
159,"Salinillas, N.L.                                                                                                                                      ","Salinillas, N.L.                                  ",Río Bravo,Nuevo León,232,19.011,232,19.011,230.24,11.19,59
66,"Tacotán, Jal.                                                                                                                                         ","Tacotán, Jal.                                     ",Lerma-Santiago-Pacífico,Jalisco,1406.29,169,1403.06,149.239,1388.38,86.59,58
16,"Andrés Figueroa, Gro.                                                                                                                                 ","Las Garzas, Gro.                                  ",Balsas,Guerrero,382.61,133.029,377,102.5,369.41,58.14,57
158,"La Fragua, Coah.                                                                                                                                      ","La Fragua, Coah                                   ",Río Bravo,Coahuila de Zaragoza,303.96,85.38,300.3,47.295,297.28,26.44,56
82,"Presidente Benito Juárez, Oax.                                                                                                                        ","Bordo Benito Juárez, Oax.                         ",Pacífico Sur,Oaxaca,139.85,1726.75,124.25,720.317,111.36,404.83,56
35,"Solís, Gto.                                                                                                                                           ","Solis, Gto.                                       ",Lerma-Santiago-Pacífico,Guanajuato,1898.7,1214.14,1892.54,800,1885.9,442.16,55
126,"Lago de Chapala, Jal.                                                                                                                                 ","Chapala, Jal.                                     ",Lerma-Santiago-Pacífico,Jalisco,99,9279.71,98,8126.41,94.64,4367.11,54
63,"El Cuarenta, Jal.                                                                                                                                     ","El Cuarenta, Jal.                                 ",Lerma-Santiago-Pacífico,Jalisco,2001.95,38.96,1998.75,30.625,1992.49,16.48,54
112,"El Molino, Méx.                                                                                                                                       ","El Molino, Méx.                                   ",Aguas del Valle de México,México,2385.09,8.7,2384.4,7.7,2381.9,4,52
42,"El Palote, Gto.                                                                                                                                       ","El Palote, Gto.                                   ",Lerma-Santiago-Pacífico,Guanajuato,1838.6,17.161,1836.15,9.643,1833.87,4.92,51
61,"Miguel Alemán, Zac.                                                                                                                                   ","Excamé, Zac.                                      ",Lerma-Santiago-Pacífico,Zacatecas,1704.5,70.92,1703.4,64.53,1693.63,32.32,50
160,"Rodrigo Gómez, N.L.                                                                                                                                   ","La Boca, N.L.                                     ",Río Bravo,Nuevo León,449.2,42.657,448.54,39.49,443.04,19.4,49
115,"Francisco José Trinidad Fabela, Méx.                                                                                                                  ","Islas de las Aves o El Salto, Méx.                ",Lerma-Santiago-Pacífico,México,2697.8,12.32,2696.7,9.93,2693.74,4.83,49
86,"San Miguel, Coah.                                                                                                                                     ","San Miguel, Coah.                                 ",Río Bravo,Coahuila de Zaragoza,341.96,22.193,341.74,21.168,338.91,10.47,49
157,"El Centenario, Coah.                                                                                                                                  ","El Centenario, Coah.                              ",Río Bravo,Coahuila de Zaragoza,336.38,25.711,336.15,24.589,332.66,11.71,48
9,"Laguna de Tuxpan, Gro.                                                                                                                                ","Laguna de Tuxpan, Gro.                            ",Balsas,Guerrero,743.35,19.503,742.84,17.647,739.95,8.44,48
134,"Vicente C. Villaseñor, Jal.                                                                                                                           ","Valle de Juárez, Jal.                             ",Lerma-Santiago-Pacífico,Jalisco,1878,18.12,1877,14.44,1874.37,6.65,46
96,"Lázaro Cárdenas, Dgo.                                                                                                                                 ","El Palmito, Dgo.                                  ",Cuencas Centrales del Norte,Durango,1632,4278.54,1622.46,2957.61,1602.54,1355.49,46
8,"Villa Victoria, Méx.                                                                                                                                  ","Villa Victoria,Méx.                               ",Balsas,México,2607.5,249.943,2605.5,185.723,2601.51,84.26,45
110,"San Ildefonso, Qro.                                                                                                                                   ","El Tepozán, Qro.                                  ",Golfo Norte,Querétaro,2242.5,58.026,2239,47.812,2224.85,21.25,44
50,"Ing. Elías González Chávez, Jal.                                                                                                                      ","Puente Calderón, Jal.                             ",Lerma-Santiago-Pacífico,Jalisco,1620,100,1618,80,1611.92,34.26,43
43,"Derivadora Pabellón, Ags.                                                                                                                             ","Derecha Potrerillos, Ags.                         ",Lerma-Santiago-Pacífico,Aguascalientes,2093,2.1,2092.6,2.038,2083.29,0.88,43
70,"El Carrizo, B.C.                                                                                                                                      ","El Carrizo, B.C.                                  ",Península de Baja California,Baja California,286.22,44.585,284.7,40.866,273.44,17.066,42
62,"Abraham González, Chih.                                                                                                                               ","Guadalupe, Chih.                                  ",Noroeste,Chihuahua,2051.3,102.891,2047.8,79.354,2037.95,33,42
88,"José López Portillo, N.L.                                                                                                                             ","Cerro Prieto, N.L.                                ",Río Bravo,Nuevo León,285.5,393,282.52,300,274.16,120.14,40
65,"Achimec, Jal.                                                                                                                                         ","Vaqueros, Jal.                                    ",Lerma-Santiago-Pacífico,Jalisco,1844.27,12.212,1841.5,7.364,1836.18,2.909,40
77,"Francisco Villa, Dgo.                                                                                                                                 ","El Bosque, Dgo.                                   ",Pacífico Norte,Durango,1996.13,96.57,1993,73.26,1981.99,28.6,39
67,"Peña del Águila, Dgo.                                                                                                                                 ","Peña Del Águila, Dgo.                             ",Pacífico Norte,Durango,1895.27,54.902,1892.5,27.948,1888.87,10.98,39
117,"Melchor Ocampo, Mich.                                                                                                                                 ","El Rosario, Mich.                                 ",Lerma-Santiago-Pacífico,Michoacán,1714.41,249.843,1711.9,194.454,1704.44,72.3,37
41,"La Purísima, Gto.                                                                                                                                     ","La Purísima, Gto.                                 ",Lerma-Santiago-Pacífico,Guanajuato,1860.7,181.926,1853.47,110,1841.13,39.17,36
27,"Francisco Zarco, Dgo.                                                                                                                                 ","Las Tórtolas, Dgo.                                ",Cuencas Centrales del Norte,Durango,1210.05,383.16,1208.2,309.24,1198.08,106.36,34
64,"Cuquío, Jal.                                                                                                                                          ","Los Gigantes, Jal.                                ",Lerma-Santiago-Pacífico,Jalisco,1806.58,8.85,1805.5,7.5,1800.45,2.43,32
51,"Plutarco Elías Calles, Ags.                                                                                                                           ","Calles, Ags.                                      ",Lerma-Santiago-Pacífico,Aguascalientes,2022,407.438,2020,358.121,2006.67,115.04,32
125,"Guaracha, Mich.                                                                                                                                       ","San Antonio, Mich.                                ",Lerma-Santiago-Pacífico,Michoacán,1580.11,29.79,1580.01,28.677,1576.83,8.93,31
56,"Tenasco, Jal.                                                                                                                                         ","Boquilla de Zaragoza, Jal.                        ",Lerma-Santiago-Pacífico,Jalisco,1724.84,13.85,1722.85,10.49,1715.77,3.22,31
147,"Sanalona, Sin.                                                                                                                                        ","Sanalona, Sin.                                    ",Pacífico Norte,Sinaloa,162.17,987.522,156.2,687.988,134.64,203,30
57,"Ignacio Allende, Gto.                                                                                                                                 ","La Begoña, Gto.                                   ",Lerma-Santiago-Pacífico,Guanajuato,1833.33,241.41,1830.75,170.79,1822.52,50.67,30
128,"Peñuelitas, Gto.                                                                                                                                      ","Peñuelitas, Gto.                                  ",Lerma-Santiago-Pacífico,Guanajuato,1907.29,30.169,1904.7,17.46,1898.66,4.99,29
161,"Internacional La Amistad, Coah.                                                                                                                       ","La Amistad, Coah.                                 ",Río Bravo,Coahuila de Zaragoza,349.03,2707.44,340.46,1769.66,331.08,495.7,28
97,"Los Naranjos, Dgo.                                                                                                                                    ","Los Naranjos, Dgo.                                ",Cuencas Centrales del Norte,Durango,1661.09,27.39,1658.4,20.928,1643.56,5.79,28
31,"La Golondrina, Gto.                                                                                                                                   ","La Golondrina,Gto.                                ",Lerma-Santiago-Pacífico,Guanajuato,1837.12,5.97,1835.2,4.67,1823.93,1.33,28
102,"Villa Hidalgo, Dgo.                                                                                                                                   ","Villa Hidalgo, Dgo.                               ",Cuencas Centrales del Norte,Durango,1729.55,39.555,1726.23,23.08,1715.15,5.97,26
105,"Vicente Guerrero, Tamps.                                                                                                                              ","Las Adjuntas, Tamps.                              ",Golfo Norte,Tamaulipas,144.04,5498.23,140.44,3910.69,129.89,953.35,24
98,"Gobernador Leobardo Reynoso, Zac.                                                                                                                     ","Trujillo, Zac.                                    ",Cuencas Centrales del Norte,Zacatecas,2129.53,125.921,2127.35,95.717,2116.16,22.83,24
32,"Aristeo Mercado, Mich.                                                                                                                                ","Wilson ,Mich.                                     ",Lerma-Santiago-Pacífico,Michoacán,1993.8,28.305,1993.5,25.344,1991.84,5.96,24
89,"Marte Rodolfo Gómez, Tamps.                                                                                                                           ","El Azúcar, Tamps.                                 ",Río Bravo,Tamaulipas,83,2208.66,76.3,781.7,69.24,181,23
163,"Venustiano Carranza, Coah.                                                                                                                            ","Don Martín, Coah.                                 ",Río Bravo,Coahuila de Zaragoza,261.8,1322.37,259.24,874.1,251.96,193.04,22
54,"La Codorniz, Ags.                                                                                                                                     ","La Codorniz, Ags.                                 ",Lerma-Santiago-Pacífico,Aguascalientes,1837.76,6.528,1836,5.366,1825.82,1.15,21
33,"Huapango, Méx.                                                                                                                                        ","Huapango, Méx.                                    ",Aguas del Valle de México,México,2512.8,126.5,2512.65,121.3,2509.79,25.88,21
151,"Juan Guerrero Alcocer, Sin.                                                                                                                           ","Vinoramas, Sin.                                   ",Pacífico Norte,Sinaloa,176.28,102,168.5,54.684,154.9,10.4,19
146,"Adolfo López Mateos, Sin.                                                                                                                             ","El Humaya o El Varejonal, Sin.                    ",Pacífico Norte,Sinaloa,183.48,4034.52,176,3086.61,141.92,586.1,19
104,"Presidente Alemán, Oax.                                                                                                                               ","Temascal, Oax.                                    ",Golfo Centro,Oaxaca,68.5,9105.54,66.5,8119.09,46.02,1515,19
152,"José López Portillo, Sin.                                                                                                                             ","Comedero, Sin.                                    ",Pacífico Norte,Sinaloa,286.95,3966.17,272.16,2580.19,230.4,463.6,18
123,"Hurtado, Jal.                                                                                                                                         ","Valencia, Jal.                                    ",Lerma-Santiago-Pacífico,Jalisco,1462.66,22.624,1462.66,22.624,1458.72,4.02,18
84,"Cuchillo Solidaridad, N.L.                                                                                                                            ","El Cuchillo, N.L.                                 ",Río Bravo,Nuevo León,166.66,1784.29,162.35,1123.14,150.72,200.69,18
155,"Pico del Águila, Chih.                                                                                                                                ","Pico Del Águila, Chih.                            ",Río Bravo,Chihuahua,1619,59.843,1616.9,48.276,1603.86,8.38,17
79,"Las Lajas, Chih.                                                                                                                                      ","Las Lajas, Chih.                                  ",Río Bravo,Chihuahua,1561.62,106.547,1558.7,83.266,1542.03,13.84,17
36,"Laguna de Yuriria, Gto.                                                                                                                               ","Bordo de Tavamatacheo, Gto.                       ",Lerma-Santiago-Pacífico,Guanajuato,1731.4,325.195,1730.92,278.79,1729.02,47.46,17
78,"San Gabriel, Dgo.                                                                                                                                     ","San Gabriel, Dgo.                                 ",Río Bravo,Durango,1783.39,377.338,1777.9,245.431,1761.09,38.35,16
118,"De Gonzalo, Mich.                                                                                                                                     ","De Gonzalo, Mich.                                 ",Lerma-Santiago-Pacífico,Michoacán,1534.9,10,1533.88,8.837,1532.74,1.35,15
162,"Internacional Falcón, Tamps.                                                                                                                          ","Falcón, Tamps.                                    ",Río Bravo,Tamaulipas,93.482,1607.96,91.81,1351.63,84,193.686,14
83,"El Rejón, Chih.                                                                                                                                       ","El Rejón, Chih.                                   ",Río Bravo,Chihuahua,1478.32,7.755,1477,6.528,1465.35,0.9,14
74,"La Boquilla, Chih.                                                                                                                                    ","Lago de Toronto, Chih.                            ",Río Bravo,Chihuahua,1319.1,3209.63,1317,2846.78,1289.56,394.99,14
52,"Abelardo L. Rodríguez, Ags.                                                                                                                           ","Abelardo L. Rodríguez, Ags.                       ",Lerma-Santiago-Pacífico,Aguascalientes,1890,18.816,1888.88,15.997,1879.3,2.246,14
49,"Media Luna, Ags.                                                                                                                                      ","Media Luna, Ags.                                  ",Lerma-Santiago-Pacífico,Aguascalientes,1621.96,21.196,1619.2,15,1608.45,2.072,14
87,"El Tintero, Chih.                                                                                                                                     ","El Tintero, Chih.                                 ",Río Bravo,Chihuahua,1709.03,216.703,1703,125.075,1682.38,14.09,11
