#,Nombre de presa,Nombre común,Organismo de cuenca,Entidad federativa,NAME Elevación (msnm),NAME Almacenamiento (hm³),NAMO Elevación (msnm),NAMO Almacenamiento (hm³),Elevación Actual (msnm),Almacenamiento Actual (hm³),% de llenado actual
179,"El Rejón, Chih.                                                                                                                                       ","El Rejón, Chih.                                   ",Río Bravo,Chihuahua,1478.32,7.755,1477,6.528,1473.03,3.609,55
178,"El Granero, Chih.                                                                                                                                     ","Ing. Luis L. León, Chih.                          ",Río Bravo,Chihuahua,1050.5,824.762,1034.8,284.382,1035.01,341.135,120
177,"Presidente Guadalupe Victoria, Dgo.                                                                                                                   ","El Tunal, Dgo.                                    ",Pacífico Norte,Durango,1934.61,94.617,1931,78.06,1929.87,78.128,100
176,"Sanalona, Sin.                                                                                                                                        ","Sanalona, Sin.                                    ",Pacífico Norte,Sinaloa,162.17,987.522,156.2,687.988,154.61,606.094,88
175,"Las Vírgenes, Chih.                                                                                                                                   ","Francisco I. Madero, Chih.                        ",Río Bravo,Chihuahua,1242.56,456.461,1239.3,333.315,1237.64,352.564,106
174,"San Gabriel, Dgo.                                                                                                                                     ","San Gabriel, Dgo.                                 ",Río Bravo,Durango,1783.39,377.338,1777.9,245.431,1770.41,125.173,51
173,"Presidente Benito Juárez, Oax.                                                                                                                        ","Bordo Benito Juárez, Oax.                         ",Pacífico Sur,Oaxaca,139.85,1726.75,124.25,720.317,116.89,606.71,84
172,"Santa Elena, Dgo.                                                                                                                                     ","Santa Elena, Dgo.                                 ",Pacífico Norte,Durango,2001.61,18.766,1999.8,15.08,1998.84,13.3,88
171,"Francisco Villa, Dgo.                                                                                                                                 ","El Bosque, Dgo.                                   ",Pacífico Norte,Durango,1996.13,96.57,1993,73.26,1992.7,76.8,105
170,"Álvaro Obregón, Son.                                                                                                                                  ","Oviachic, Son.                                    ",Noroeste,Sonora,112.2,4409.75,105.5,3023.15,90.14,1077.48,36
169,"Lic. Eustaquio Buelna, Sin.                                                                                                                           ","Guamúchil, Sin.                                   ",Pacífico Norte,Sinaloa,68.85,264.95,63.54,80.08,63.85,109.078,136
168,"Gustavo Díaz Ordaz, Sin.                                                                                                                              ","Bacurato, Sin.                                    ",Pacífico Norte,Sinaloa,252.5,2687.07,237.06,1618.75,240.61,1966.61,121
167,"Ing. Rodolfo Félix Valdés, Son.                                                                                                                       ","El Molinito, Son.                                 ",Noroeste,Sonora,293.4,222.47,289.36,121.202,275.78,12.744,11
166,"Cuauhtémoc, Son.                                                                                                                                      ","Santa Teresa, Son.                                ",Noroeste,Sonora,600.25,66.33,597,41.47,587.88,17.76,43
165,"Ignacio R. Alatorre, Son.                                                                                                                             ","Punta de Agua, Son.                               ",Noroeste,Sonora,102.71,29.69,100,16.16,95.37,5.054,31
164,"Vicente C. Villaseñor, Jal.                                                                                                                           ","Valle de Juárez, Jal.                             ",Lerma-Santiago-Pacífico,Jalisco,1878,18.12,1877,14.44,1876.57,12.857,89
163,"Miguel Hidalgo, Sin.                                                                                                                                  ","El Mahoné, Sin.                                   ",Pacífico Norte,Sinaloa,148,4171.27,142.36,3312.89,135.34,2265.02,68
162,"Emilio López Zamora, B.C.                                                                                                                             ","Ensenada, B.C.                                    ",Península de Baja California,Baja California,25.26,6.342,19.89,2.732,20.9,3.708,136
161,"Adolfo Ruiz Cortines, Son.                                                                                                                            ","Mocúzari, Son.                                    ",Noroeste,Sonora,145.47,1822.14,138.46,1200,134.74,933.31,78
160,"Abraham González, Chih.                                                                                                                               ","Guadalupe, Chih.                                  ",Noroeste,Chihuahua,2051.3,102.891,2047.8,79.354,2039.09,38.014,48
159,"Plutarco Elías Calles, Son.                                                                                                                           ","El Novillo, Son.                                  ",Noroeste,Sonora,296.8,3511.96,290.5,2833.07,281.62,2064.71,73
158,"Cuquío, Jal.                                                                                                                                          ","Los Gigantes, Jal.                                ",Lerma-Santiago-Pacífico,Jalisco,1806.58,8.85,1805.5,7.5,1804.93,6.838,91
157,"Solidaridad, Jal.                                                                                                                                     ","Trojes, Jal.                                      ",Lerma-Santiago-Pacífico,Jalisco,301.11,285.742,292.37,203.388,288.12,189.346,93
156,"Ing. Santiago Camarena, Jal.                                                                                                                          ","La Vega, Jal.                                     ",Lerma-Santiago-Pacífico,Jalisco,1258.86,80,1257,44.035,1257.07,45.502,103
155,"Ramón Corona Madrigal General, Jal.                                                                                                                   ","Trigomil, Jal.                                    ",Lerma-Santiago-Pacífico,Jalisco,1209.36,324,1201.4,250,1192.58,181.789,73
154,"Tacotán, Jal.                                                                                                                                         ","Tacotán, Jal.                                     ",Lerma-Santiago-Pacífico,Jalisco,1406.29,169,1403.06,149.239,1403.06,149.239,100
153,"Ramón López Velarde, Zac.                                                                                                                             ","Boca del Tesorero, Zac.                           ",Lerma-Santiago-Pacífico,Zacatecas,2098.16,36.744,2096,26.22,2096.04,27.153,104
152,"La Red, Jal.                                                                                                                                          ","La Red, Jal.                                      ",Lerma-Santiago-Pacífico,Jalisco,1794.7,18.3,1792.5,14.25,1791.78,12.893,90
151,"Achimec, Jal.                                                                                                                                         ","Vaqueros, Jal.                                    ",Lerma-Santiago-Pacífico,Jalisco,1844.27,12.212,1841.5,7.364,1840.96,7.875,107
150,"Independencia Nacional, Zac.                                                                                                                          ",Santa Teresa                                      ,Lerma-Santiago-Pacífico,Zacatecas,1949.33,13.944,1946,9.172,1945.35,9.036,99
149,"San Rafael, Nay.                                                                                                                                      ",San Rafael                                        ,Lerma-Santiago-Pacífico,Nayarit,66.1,35.591,63.41,26.179,60.85,18.75,72
148,"Media Luna, Ags.                                                                                                                                      ","Media Luna, Ags.                                  ",Lerma-Santiago-Pacífico,Aguascalientes,1621.96,21.196,1619.2,15,1618.2,13.4,89
147,"El Cuarenta, Jal.                                                                                                                                     ","El Cuarenta, Jal.                                 ",Lerma-Santiago-Pacífico,Jalisco,2001.95,38.96,1998.75,30.625,1997.25,26.8,88
146,"Mariano Abasolo, Gto.                                                                                                                                 ","San Antonio de Aceves, Gto.                       ",Lerma-Santiago-Pacífico,Guanajuato,1753.08,23.946,1751.3,20.079,1746.68,12.648,63
145,"Palomas, Zac.                                                                                                                                         ","Palomas, Zac.                                     ",Lerma-Santiago-Pacífico,Zacatecas,1907.48,8.761,1904.25,4.62,1904.11,6.132,133
144,"La Sauceda, Jal.                                                                                                                                      ","Garabatillos, Jal.                                ",Lerma-Santiago-Pacífico,Jalisco,1921.03,21.5,1918.9,16,1918.36,14.92,93
143,"El Salto, Jal.                                                                                                                                        ","El Salto, Jal.                                    ",Lerma-Santiago-Pacífico,Jalisco,1812.5,118.54,1810.16,85,1809.58,79.677,94
142,"Peñuelitas, Gto.                                                                                                                                      ","Peñuelitas, Gto.                                  ",Lerma-Santiago-Pacífico,Guanajuato,1907.29,30.169,1904.7,17.46,1903.6,19.54,112
141,"Chila, Jal.                                                                                                                                           ","Chila, Jal.                                       ",Lerma-Santiago-Pacífico,Jalisco,99,1,98.7,0.762,97.07,0.444,58
140,"Malpaís, Mich.                                                                                                                                        ","La Ciénega, Mich.                                 ",Lerma-Santiago-Pacífico,Michoacán,1843.56,27.249,1842.53,18.512,1842.19,21.012,114
139,"Lago de Chapala, Jal.                                                                                                                                 ","Chapala, Jal.                                     ",Lerma-Santiago-Pacífico,Jalisco,99,9279.71,98,8126.41,95.88,5720.01,70
138,"Ing. Guillermo Lugo Sanabria, Jal.                                                                                                                    ","La Pólvora, Jal.                                  ",Lerma-Santiago-Pacífico,Jalisco,1665,56.15,1663.46,51.675,1660.86,45.388,88
137,"Guaracha, Mich.                                                                                                                                       ","San Antonio, Mich.                                ",Lerma-Santiago-Pacífico,Michoacán,1580.11,29.79,1580.01,28.677,1579.45,34.28,120
136,"Hurtado, Jal.                                                                                                                                         ","Valencia, Jal.                                    ",Lerma-Santiago-Pacífico,Jalisco,1462.66,22.624,1462.66,22.624,1461.61,16.842,74
135,"Laguna del Fresno, Mich.                                                                                                                              ","Laguna del Fresno, Mich.                          ",Lerma-Santiago-Pacífico,Michoacán,2057,13.132,2055.98,10.299,2054.97,7.31,71
134,"El Centenario, Qro.                                                                                                                                   ","El Centenario, Qro.                               ",Golfo Norte,Querétaro,1882.5,14.178,1881.55,9.781,1879.61,4.01,41
133,"La Soledad, Gto.                                                                                                                                      ","La Soledad, Gto.                                  ",Lerma-Santiago-Pacífico,Guanajuato,2209.15,2.371,2207.75,1.857,2205.28,3.461,186
132,"Laguna de Yuriria, Gto.                                                                                                                               ","Bordo de Tavamatacheo, Gto.                       ",Lerma-Santiago-Pacífico,Guanajuato,1731.4,325.195,1730.92,278.79,1729.83,180.433,65
131,"Solís, Gto.                                                                                                                                           ","Solis, Gto.                                       ",Lerma-Santiago-Pacífico,Guanajuato,1898.7,1214.14,1892.54,800,1893.62,763.426,95
130,"Ñadó, Méx.                                                                                                                                            ","Ñadó, Méx.                                        ",Aguas del Valle de México,México,2475.5,18.85,2474,16.8,2471.19,13.387,80
129,"Paso de Piedras, Ver.                                                                                                                                 ","Chicayán, Ver.                                    ",Golfo Norte,Veracruz de Ignacio de la Llave,28.28,572.32,23.07,220,21.9,168.3,77
128,"La Muñeca, S.L.P.                                                                                                                                     ","La Muñeca, S.L.P.                                 ",Golfo Norte,San Luis Potosí,1841.75,31,1837.7,24.14,1831.37,12.131,50
127,"La Purísima, Gto.                                                                                                                                     ","La Purísima, Gto.                                 ",Lerma-Santiago-Pacífico,Guanajuato,1860.7,181.926,1853.47,110,1852.61,114.612,104
126,"Cointzio, Mich.                                                                                                                                       ","Cointzio, Mich.                                   ",Lerma-Santiago-Pacífico,Michoacán,2001.32,79.233,1999.47,68.52,1993.04,81.424,119
125,"San Andrés Tepetitlán, Méx.                                                                                                                           ","Tepetitlán,Méx.                                   ",Lerma-Santiago-Pacífico,México,2594.46,81.029,2592.02,59.966,2591.11,60.498,101
124,"José Antonio Alzate, Méx.                                                                                                                             ","San Bernabé, Méx.                                 ",Lerma-Santiago-Pacífico,México,2566.92,52.509,2565.5,35.312,2562.28,11.665,33
123,"La Venta, Qro.                                                                                                                                        ","La Venta, Qro.                                    ",Golfo Norte,Querétaro,1907.68,3.777,1906.68,2.479,1904.48,0.203,8
122,"Los Reyes, Hgo.                                                                                                                                       ","Omiltepec, Pue.                                   ",Golfo Centro,Hidalgo,2167,29.263,2165,24.031,2160.36,13.057,54
121,"Ing. Fernando Hiriart Balderrama, Hgo.                                                                                                                ","Zimapán, Hgo.                                     ",Golfo Norte,Hidalgo,1563,1460,1560,1390,1555.77,1291.02,93
120,"Canseco, Ver.                                                                                                                                         ","Laguna de Catemaco, Ver.                          ",Golfo Centro,Veracruz de Ignacio de la Llave,333.5,552.7,332.7,493.02,332.2,152.2,31
119,"Presidente Alemán, Oax.                                                                                                                               ","Temascal, Oax.                                    ",Golfo Centro,Oaxaca,68.5,9105.54,66.5,8119.09,59.2,4996.21,62
118,"Nexapa, Pue.                                                                                                                                          ","Nexapa, Pue.                                      ",Golfo Centro,Puebla,1362.35,15.313,1360,12.5,1360.11,12.653,101
117,"Nezahualcóyotl, Chis.                                                                                                                                 ","Malpaso, Chis.                                    ",Frontera Sur,Chiapas,188,14056.3,182.5,9317.39,173.36,6705,72
116,"El Potosino, S.L.P.                                                                                                                                   ","El Potosino, S.L.P.                               ",Cuencas Centrales del Norte,San Luis Potosí,2000.85,5.199,1996.8,3.293,1986.52,0.666,20
115,"República Española, Tamps.                                                                                                                            ","Real Viejo o El Sombrero, Tamps.                  ",Golfo Norte,Tamaulipas,89.43,105.99,83,54.78,82.49,50.013,91
114,"La Cangrejera, Ver.                                                                                                                                   ","La Crangrejera, Ver.                              ",Golfo Centro,Veracruz de Ignacio de la Llave,21.65,31.6,21.25,28.537,20.54,23.57,83
113,"La Soledad, Pue.                                                                                                                                      ","La Soledad, Pue.                                  ",Golfo Centro,Puebla,805,14.98,804.5,13.9,796.6,3.285,24
112,"Villa Hidalgo, Dgo.                                                                                                                                   ","Villa Hidalgo, Dgo.                               ",Cuencas Centrales del Norte,Durango,1729.55,39.555,1726.23,23.08,1720.8,17.325,75
111,"Gobernador Leobardo Reynoso, Zac.                                                                                                                     ","Trujillo, Zac.                                    ",Cuencas Centrales del Norte,Zacatecas,2129.53,125.921,2127.35,95.717,2126.35,104.827,110
110,"Ing. Carlos Ramírez Ulloa, Gro.                                                                                                                       ","El Caracol, Gro.                                  ",Balsas,Guerrero,523.6,1183.23,521,1057.29,516.54,1356.09,128
109,"Lázaro Cárdenas, Dgo.                                                                                                                                 ","El Palmito, Dgo.                                  ",Cuencas Centrales del Norte,Durango,1632,4278.54,1622.46,2957.61,1608.42,1771.61,60
108,"La Calera, Gro.                                                                                                                                       ","La Calera, Gro.                                   ",Balsas,Guerrero,122.62,34.193,118,9.393,118.09,22.13,236
107,"Valerio Trujano, Gro.                                                                                                                                 ","Tepecoacuilco, Gro.                               ",Balsas,Guerrero,842.78,51.727,840,31.014,837.64,26.198,84
106,"Villa Victoria, Méx.                                                                                                                                  ","Villa Victoria,Méx.                               ",Balsas,México,2607.5,249.943,2605.5,185.723,2603.58,132.73,71
105,"San José Atlanga, Tlax.                                                                                                                               ","Atlanga,Tlax.                                     ",Balsas,Tlaxcala,2486.87,47.97,2486.4,42.63,2484.93,38.11,89
104,"Taxhimay, Méx.                                                                                                                                        ","Taxhimay, Méx.                                    ",Aguas del Valle de México,México,2216.1,47.386,2214.1,39.914,2208.01,42.79,107
103,"Internacional Falcón, Tamps.                                                                                                                          ","Falcón, Tamps.                                    ",Río Bravo,Tamaulipas,93.482,1607.96,91.81,1351.63,88.3,1219.77,90
102,"Salinillas, N.L.                                                                                                                                      ","Salinillas, N.L.                                  ",Río Bravo,Nuevo León,232,19.011,232,19.011,230.4,11.844,62
101,"Pico del Águila, Chih.                                                                                                                                ","Pico Del Águila, Chih.                            ",Río Bravo,Chihuahua,1619,59.843,1616.9,48.276,1613.29,33.694,70
100,"La Boquilla, Chih.                                                                                                                                    ","Lago de Toronto, Chih.                            ",Río Bravo,Chihuahua,1319.1,3209.63,1317,2846.78,1304.04,1259.04,44
99,"Derivadora Las Blancas, Tamps.                                                                                                                        ","Las Blancas, Tamps.                               ",Río Bravo,Tamaulipas,91.8,133.432,89.92,83.784,89.74,81.587,97
98,"Marte Rodolfo Gómez, Tamps.                                                                                                                           ","El Azúcar, Tamps.                                 ",Río Bravo,Tamaulipas,83,2208.66,76.3,781.7,76.61,872.761,112
97,"Rodrigo Gómez, N.L.                                                                                                                                   ","La Boca, N.L.                                     ",Río Bravo,Nuevo León,449.2,42.657,448.54,39.49,446.49,30.7,78
96,"El Tintero, Chih.                                                                                                                                     ","El Tintero, Chih.                                 ",Río Bravo,Chihuahua,1709.03,216.703,1703,125.075,1687.09,25.382,20
95,"San Miguel, Coah.                                                                                                                                     ","San Miguel, Coah.                                 ",Río Bravo,Coahuila de Zaragoza,341.96,22.193,341.74,21.168,341.53,19.855,94
94,"Internacional La Amistad, Coah.                                                                                                                       ","La Amistad, Coah.                                 ",Río Bravo,Coahuila de Zaragoza,349.03,2707.44,340.46,1769.66,339.72,695.836,39
93,"Chihuahua, Chih.                                                                                                                                      ","Chihuahua, Chih.                                  ",Río Bravo,Chihuahua,1544.28,35.631,1540.82,23.383,1535.19,12.523,54
92,"Peña del Águila, Dgo.                                                                                                                                 ","Peña Del Águila, Dgo.                             ",Pacífico Norte,Durango,1895.27,54.902,1892.5,27.948,1892.22,29.854,107
91,"Caboraca, Dgo.                                                                                                                                        ","Canoas, Dgo.                                      ",Pacífico Norte,Durango,2001.28,57.88,1998.25,45,1997.9,43.345,96
90,"Revolución Mexicana, Gro.                                                                                                                             ","El Guineo, Gro.                                   ",Pacífico Sur,Guerrero,107.59,259.502,94.4,126.694,92,108.767,86
89,"Ing. Aurelio Benassini Vizcaíno, Sin.                                                                                                                 ","El Salto o Elota, Sin.                            ",Pacífico Norte,Sinaloa,164.64,815.592,154.5,403.9,152.98,370.185,92
88,"Santiago Bayacora, Dgo.                                                                                                                               ","Santiago Bayacora, Dgo.                           ",Pacífico Norte,Durango,1965.94,169.869,1959.01,130.047,1951.86,96.603,74
87,"José López Portillo, Sin.                                                                                                                             ","Comedero, Sin.                                    ",Pacífico Norte,Sinaloa,286.95,3966.17,272.16,2580.19,262.3,1657.58,64
86,"El Carrizo, B.C.                                                                                                                                      ","El Carrizo, B.C.                                  ",Península de Baja California,Baja California,286.22,44.585,284.7,40.866,283.75,36.916,90
85,"Abelardo Rodríguez Luján, Son.                                                                                                                        ","Hermosillo, Son.                                  ",Noroeste,Sonora,228.4,284.47,226.98,219.52,215,0.01,0
84,"Adolfo López Mateos, Sin.                                                                                                                             ","El Humaya o El Varejonal, Sin.                    ",Pacífico Norte,Sinaloa,183.48,4034.52,176,3086.61,176.7,3169.57,103
83,"Ing. Guillermo Blake Águilar, Sin.                                                                                                                    ","El Sabinal, Sin.                                  ",Pacífico Norte,Sinaloa,196.61,469.2,188.45,294.58,183.71,220.38,75
82,"Josefa Ortiz de Domínguez, Sin.                                                                                                                       ","El Sabino, Sin.                                   ",Pacífico Norte,Sinaloa,112.65,685.11,109.5,519.28,108.83,470.43,91
81,"Luis Donaldo Colosio, Sin.                                                                                                                            ","Huites, Sin.                                      ",Pacífico Norte,Sinaloa,290,4567.08,274,3202.16,272.25,3073.9,96
80,"Abelardo L. Rodríguez, B.C.                                                                                                                           ","Tijuana, B.C.                                     ",Península de Baja California,Baja California,125,121.392,115.85,76.9,108.37,61.006,79
79,"Miguel Alemán, Zac.                                                                                                                                   ","Excamé, Zac.                                      ",Lerma-Santiago-Pacífico,Zacatecas,1704.5,70.92,1703.4,64.53,1699.08,54.243,84
78,"Lázaro Cárdenas, Son.                                                                                                                                 ","La Angostura, Son.                                ",Noroeste,Sonora,840.15,1116.46,830.7,703.38,830.82,707.952,101
77,"Basilio Vadillo, Jal.                                                                                                                                 ","Las Piedras, Jal.                                 ",Lerma-Santiago-Pacífico,Jalisco,978.97,146.888,974.35,124.75,971.6,132.266,106
76,"José María Morelos, Zac.                                                                                                                              ","La Villita, Zac.                                  ",Lerma-Santiago-Pacífico,Zacatecas,1831.19,11.165,1829,9.018,1828.61,9.649,107
75,"Manuel Felgueres, Zac.                                                                                                                                ","Lobatos, Zac.                                     ",Lerma-Santiago-Pacífico,Zacatecas,2080.18,9.435,2077.05,6.905,2077.25,7.622,110
74,"Ing. Elías González Chávez, Jal.                                                                                                                      ","Puente Calderón, Jal.                             ",Lerma-Santiago-Pacífico,Jalisco,1620,100,1618,80,1616.94,70.28,88
73,"El Chique, Zac.                                                                                                                                       ","El Chique, Zac.                                   ",Lerma-Santiago-Pacífico,Zacatecas,1586.48,192.567,1580.18,138.909,1579.1,132.071,95
72,"Cajón de Peña, Jal.                                                                                                                                   ","Tomatlán, Jal.                                    ",Lerma-Santiago-Pacífico,Jalisco,139.2,707.62,131.66,500,129.47,445.044,89
71,"Laguna de Amela, Col.                                                                                                                                 ","Tecomán, Col.                                     ",Lerma-Santiago-Pacífico,Colima,7.64,41.3,7.39,38.343,7.29,37.168,97
70,"Corrinchis, Jal.                                                                                                                                      ",Corrinchis                                        ,Lerma-Santiago-Pacífico,Jalisco,1336.1,29,1332.6,20,1330.55,15.462,77
69,"Tenasco, Jal.                                                                                                                                         ","Boquilla de Zaragoza, Jal.                        ",Lerma-Santiago-Pacífico,Jalisco,1724.84,13.85,1722.85,10.49,1722.31,9.842,94
68,"Aguamilpa Solidaridad, Nay.                                                                                                                           ","Aguamilpa, Nay.                                   ",Lerma-Santiago-Pacífico,Nayarit,232,6950,222,5785.16,215.75,5081,88
67,"Abelardo L. Rodríguez, Ags.                                                                                                                           ","Abelardo L. Rodríguez, Ags.                       ",Lerma-Santiago-Pacífico,Aguascalientes,1890,18.816,1888.88,15.997,1884.88,8.192,51
66,"La Codorniz, Ags.                                                                                                                                     ","La Codorniz, Ags.                                 ",Lerma-Santiago-Pacífico,Aguascalientes,1837.76,6.528,1836,5.366,1835.42,5.025,94
65,"El Estribón, Jal.                                                                                                                                     ","El Estribón, Jal.                                 ",Lerma-Santiago-Pacífico,Jalisco,1881.41,7.74,1880,6.378,1878.81,5.492,86
64,"El Niágara, Ags.                                                                                                                                      ","El Niágara, Ags.                                  ",Lerma-Santiago-Pacífico,Aguascalientes,1832.4,31.695,1828.4,16.188,1828.46,16.361,101
63,"Jocoque, Ags.                                                                                                                                         ","Derecha Jocoque, Ags.                             ",Lerma-Santiago-Pacífico,Aguascalientes,1943.4,11.4,1942.45,10.975,1941.07,10.002,91
62,"Derivadora Pabellón, Ags.                                                                                                                             ","Derecha Potrerillos, Ags.                         ",Lerma-Santiago-Pacífico,Aguascalientes,2093,2.1,2092.6,2.038,2086.4,1.218,60
61,"Ignacio Allende, Gto.                                                                                                                                 ","La Begoña, Gto.                                   ",Lerma-Santiago-Pacífico,Guanajuato,1833.33,241.41,1830.75,170.79,1828.31,141.25,83
60,"Ing. Julián Adame Alatorre, Zac.                                                                                                                      ","Tayahua, Zac.                                     ",Lerma-Santiago-Pacífico,Zacatecas,1701.41,50.377,1696.01,31.598,1694.65,30.623,97
59,"Plutarco Elías Calles, Ags.                                                                                                                           ","Calles, Ags.                                      ",Lerma-Santiago-Pacífico,Aguascalientes,2022,407.438,2020,358.121,2010.15,163.81,46
58,"Cincuenta Aniversario, Ags.                                                                                                                           ",San José de Gracia                                ,Lerma-Santiago-Pacífico,Aguascalientes,2088.57,5.039,2086,4.1,2085.91,4.074,99
57,"Manuel M. Diéguez, Jal.                                                                                                                               ","Santa Rosa, Jal.                                  ",Lerma-Santiago-Pacífico,Jalisco,748,418,746.46,393.36,742.41,361.06,92
56,"La Colonia, Jal.                                                                                                                                      ","La Colonia, Jal.                                  ",Lerma-Santiago-Pacífico,Jalisco,103.4,6.5,103,5.775,102.08,3.288,57
55,"Melchor Ocampo, Mich.                                                                                                                                 ","El Rosario, Mich.                                 ",Lerma-Santiago-Pacífico,Michoacán,1714.41,249.843,1711.9,194.454,1711.19,186.057,96
54,"De Gonzalo, Mich.                                                                                                                                     ","De Gonzalo, Mich.                                 ",Lerma-Santiago-Pacífico,Michoacán,1534.9,10,1533.88,8.837,1533.67,4.101,46
53,"Urepetiro, Mich.                                                                                                                                      ","Urepetiro, Mich.                                  ",Lerma-Santiago-Pacífico,Michoacán,1745.68,10.923,1745,8.282,1747.3,11.5,139
52,"Jaripo, Mich.                                                                                                                                         ","Jaripo, Mich.                                     ",Lerma-Santiago-Pacífico,Michoacán,1580.42,9.265,1578.91,6.028,1577.31,6.9,114
51,"Copándaro, Mich.                                                                                                                                      ","Copándaro de Dolores, Mich.                       ",Lerma-Santiago-Pacífico,Michoacán,1989.21,9.717,1987.66,2.752,1986.97,4.58,166
50,"Aristeo Mercado, Mich.                                                                                                                                ","Wilson ,Mich.                                     ",Lerma-Santiago-Pacífico,Michoacán,1993.8,28.305,1993.5,25.344,1993.14,14.517,57
49,"La Golondrina, Gto.                                                                                                                                   ","La Golondrina,Gto.                                ",Lerma-Santiago-Pacífico,Guanajuato,1837.12,5.97,1835.2,4.67,1832.32,4.51,97
48,"El Palote, Gto.                                                                                                                                       ","El Palote, Gto.                                   ",Lerma-Santiago-Pacífico,Guanajuato,1838.6,17.161,1836.15,9.643,1835.11,7.181,74
47,"Francisco José Trinidad Fabela, Méx.                                                                                                                  ","Islas de las Aves o El Salto, Méx.                ",Lerma-Santiago-Pacífico,México,2697.8,12.32,2696.7,9.93,2693.73,4.87,49
46,"Tepuxtepec, Mich.                                                                                                                                     ","Tepuxtepec, Mich.                                 ",Lerma-Santiago-Pacífico,Michoacán,2350,537.527,2348.11,449.97,2346.4,377.855,84
45,"La Esperanza, Hgo.                                                                                                                                    ","La Esperanza, Hgo.                                ",Golfo Norte,Hidalgo,2209.6,4.2,2207.7,3.92,2205.47,3.172,81
44,"Huapango, Méx.                                                                                                                                        ","Huapango, Méx.                                    ",Aguas del Valle de México,México,2512.8,126.5,2512.65,121.3,2511.5,74.137,61
43,"San Ildefonso, Qro.                                                                                                                                   ","El Tepozán, Qro.                                  ",Golfo Norte,Querétaro,2242.5,58.026,2239,47.812,2231.82,35.327,74
42,"Tercer Mundo, Mich.                                                                                                                                   ","Chincua, Mich.                                    ",Lerma-Santiago-Pacífico,Michoacán,2428.58,17.332,2427.58,14.972,2425.84,10.255,68
