#,Nombre de presa,Nombre común,Organismo de cuenca,Entidad federativa,NAME Elevación (msnm),NAME Almacenamiento (hm³),NAMO Elevación (msnm),NAMO Almacenamiento (hm³),Elevación Actual (msnm),Almacenamiento Actual (hm³),% de llenado actual
170,"Peña del Águila, Dgo.                                                                                                                                 ","Peña Del Águila, Dgo.                             ",Pacífico Norte,Durango,1895.27,54.902,1892.5,27.948,1892.15,29.383,105
169,"El Centenario, Coah.                                                                                                                                  ","El Centenario, Coah.                              ",Río Bravo,Coahuila de Zaragoza,336.38,25.711,336.15,24.589,335.31,21.395,87
168,"El Rejón, Chih.                                                                                                                                       ","El Rejón, Chih.                                   ",Río Bravo,Chihuahua,1478.32,7.755,1477,6.528,1470.44,2.36,36
167,"Presidente Guadalupe Victoria, Dgo.                                                                                                                   ","El Tunal, Dgo.                                    ",Pacífico Norte,Durango,1934.61,94.617,1931,78.06,1930.24,79.756,102
166,"Caboraca, Dgo.                                                                                                                                        ","Canoas, Dgo.                                      ",Pacífico Norte,Durango,2001.28,57.88,1998.25,45,1997.96,43.585,97
165,"Sanalona, Sin.                                                                                                                                        ","Sanalona, Sin.                                    ",Pacífico Norte,Sinaloa,162.17,987.522,156.2,687.988,144.83,285.2,41
164,"Adolfo López Mateos, Sin.                                                                                                                             ","El Humaya o El Varejonal, Sin.                    ",Pacífico Norte,Sinaloa,183.48,4034.52,176,3086.61,151.02,963.4,31
163,"Juan Guerrero Alcocer, Sin.                                                                                                                           ","Vinoramas, Sin.                                   ",Pacífico Norte,Sinaloa,176.28,102,168.5,54.684,158.68,18.5,34
162,"Lic. Eustaquio Buelna, Sin.                                                                                                                           ","Guamúchil, Sin.                                   ",Pacífico Norte,Sinaloa,68.85,264.95,63.54,80.08,62.03,69.2,86
161,"Miguel Hidalgo, Sin.                                                                                                                                  ","El Mahoné, Sin.                                   ",Pacífico Norte,Sinaloa,148,4171.27,142.36,3312.89,113.46,579.44,17
160,"Ing. Rodolfo Félix Valdés, Son.                                                                                                                       ","El Molinito, Son.                                 ",Noroeste,Sonora,293.4,222.47,289.36,121.202,272.68,4.891,4
159,"Cuauhtémoc, Son.                                                                                                                                      ","Santa Teresa, Son.                                ",Noroeste,Sonora,600.25,66.33,597,41.47,589.85,24.4,59
158,"Vicente C. Villaseñor, Jal.                                                                                                                           ","Valle de Juárez, Jal.                             ",Lerma-Santiago-Pacífico,Jalisco,1878,18.12,1877,14.44,1876.31,11.899,82
157,"Ing. Guillermo Blake Águilar, Sin.                                                                                                                    ","El Sabinal, Sin.                                  ",Pacífico Norte,Sinaloa,196.61,469.2,188.45,294.58,170.08,76.6,26
156,"Josefa Ortiz de Domínguez, Sin.                                                                                                                       ","El Sabino, Sin.                                   ",Pacífico Norte,Sinaloa,112.65,685.11,109.5,519.28,102.22,219.07,42
155,"Abelardo L. Rodríguez, B.C.                                                                                                                           ","Tijuana, B.C.                                     ",Península de Baja California,Baja California,125,121.392,115.85,76.9,90.12,10.804,14
154,"Ignacio R. Alatorre, Son.                                                                                                                             ","Punta de Agua, Son.                               ",Noroeste,Sonora,102.71,29.69,100,16.16,99.25,14.864,92
153,"Álvaro Obregón, Son.                                                                                                                                  ","Oviachic, Son.                                    ",Noroeste,Sonora,112.2,4409.75,105.5,3023.15,77,285,9
152,"Tacotán, Jal.                                                                                                                                         ","Tacotán, Jal.                                     ",Lerma-Santiago-Pacífico,Jalisco,1406.29,169,1403.06,149.239,1403.01,148.981,100
151,"Solidaridad, Jal.                                                                                                                                     ","Trojes, Jal.                                      ",Lerma-Santiago-Pacífico,Jalisco,301.11,285.742,292.37,203.388,289.53,199.175,98
150,"Ing. Santiago Camarena, Jal.                                                                                                                          ","La Vega, Jal.                                     ",Lerma-Santiago-Pacífico,Jalisco,1258.86,80,1257,44.035,1257.22,48.645,110
149,"Ramón Corona Madrigal General, Jal.                                                                                                                   ","Trigomil, Jal.                                    ",Lerma-Santiago-Pacífico,Jalisco,1209.36,324,1201.4,250,1185.31,135.996,54
148,"Tenasco, Jal.                                                                                                                                         ","Boquilla de Zaragoza, Jal.                        ",Lerma-Santiago-Pacífico,Jalisco,1724.84,13.85,1722.85,10.49,1722.62,10.214,97
147,"Cuquío, Jal.                                                                                                                                          ","Los Gigantes, Jal.                                ",Lerma-Santiago-Pacífico,Jalisco,1806.58,8.85,1805.5,7.5,1804.6,6.4,85
146,"La Codorniz, Ags.                                                                                                                                     ","La Codorniz, Ags.                                 ",Lerma-Santiago-Pacífico,Aguascalientes,1837.76,6.528,1836,5.366,1835.42,5.025,94
145,"José María Morelos, Zac.                                                                                                                              ","La Villita, Zac.                                  ",Lerma-Santiago-Pacífico,Zacatecas,1831.19,11.165,1829,9.018,1828.63,9.667,107
144,"Manuel Felgueres, Zac.                                                                                                                                ","Lobatos, Zac.                                     ",Lerma-Santiago-Pacífico,Zacatecas,2080.18,9.435,2077.05,6.905,2077.25,7.622,110
143,"Ing. Elías González Chávez, Jal.                                                                                                                      ","Puente Calderón, Jal.                             ",Lerma-Santiago-Pacífico,Jalisco,1620,100,1618,80,1617.57,76.044,95
142,"El Cuarenta, Jal.                                                                                                                                     ","El Cuarenta, Jal.                                 ",Lerma-Santiago-Pacífico,Jalisco,2001.95,38.96,1998.75,30.625,1997.79,28.09,92
141,"Abelardo L. Rodríguez, Ags.                                                                                                                           ","Abelardo L. Rodríguez, Ags.                       ",Lerma-Santiago-Pacífico,Aguascalientes,1890,18.816,1888.88,15.997,1883.17,5.828,36
140,"Lago de Chapala, Jal.                                                                                                                                 ","Chapala, Jal.                                     ",Lerma-Santiago-Pacífico,Jalisco,99,9279.71,98,8126.41,94.41,4124.39,51
139,"Ing. Julián Adame Alatorre, Zac.                                                                                                                      ","Tayahua, Zac.                                     ",Lerma-Santiago-Pacífico,Zacatecas,1701.41,50.377,1696.01,31.598,1694.61,30.516,97
138,"Plutarco Elías Calles, Ags.                                                                                                                           ","Calles, Ags.                                      ",Lerma-Santiago-Pacífico,Aguascalientes,2022,407.438,2020,358.121,2005.6,102.4,29
137,"Cincuenta Aniversario, Ags.                                                                                                                           ",San José de Gracia                                ,Lerma-Santiago-Pacífico,Aguascalientes,2088.57,5.039,2086,4.1,2085.75,4.027,98
136,"Manuel M. Diéguez, Jal.                                                                                                                               ","Santa Rosa, Jal.                                  ",Lerma-Santiago-Pacífico,Jalisco,748,418,746.46,393.36,741.08,346.36,88
135,"Ignacio Allende, Gto.                                                                                                                                 ","La Begoña, Gto.                                   ",Lerma-Santiago-Pacífico,Guanajuato,1833.33,241.41,1830.75,170.79,1827.98,134.55,79
134,"La Colonia, Jal.                                                                                                                                      ","La Colonia, Jal.                                  ",Lerma-Santiago-Pacífico,Jalisco,103.4,6.5,103,5.775,102.14,3.429,59
133,"El Niágara, Ags.                                                                                                                                      ","El Niágara, Ags.                                  ",Lerma-Santiago-Pacífico,Aguascalientes,1832.4,31.695,1828.4,16.188,1827.96,14.938,92
132,"Jocoque, Ags.                                                                                                                                         ","Derecha Jocoque, Ags.                             ",Lerma-Santiago-Pacífico,Aguascalientes,1943.4,11.4,1942.45,10.975,1940.78,9.808,89
131,"Derivadora Pabellón, Ags.                                                                                                                             ","Derecha Potrerillos, Ags.                         ",Lerma-Santiago-Pacífico,Aguascalientes,2093,2.1,2092.6,2.038,2086.4,1.218,60
130,"El Salto, Jal.                                                                                                                                        ","El Salto, Jal.                                    ",Lerma-Santiago-Pacífico,Jalisco,1812.5,118.54,1810.16,85,1809.63,80.041,94
129,"Copándaro, Mich.                                                                                                                                      ","Copándaro de Dolores, Mich.                       ",Lerma-Santiago-Pacífico,Michoacán,1989.21,9.717,1987.66,2.752,1986.83,4.118,150
128,"La Golondrina, Gto.                                                                                                                                   ","La Golondrina,Gto.                                ",Lerma-Santiago-Pacífico,Guanajuato,1837.12,5.97,1835.2,4.67,1832.66,4.68,100
127,"Ing. Guillermo Lugo Sanabria, Jal.                                                                                                                    ","La Pólvora, Jal.                                  ",Lerma-Santiago-Pacífico,Jalisco,1665,56.15,1663.46,51.675,1660.99,45.817,89
126,"Guaracha, Mich.                                                                                                                                       ","San Antonio, Mich.                                ",Lerma-Santiago-Pacífico,Michoacán,1580.11,29.79,1580.01,28.677,1579.31,32.7,114
125,"Hurtado, Jal.                                                                                                                                         ","Valencia, Jal.                                    ",Lerma-Santiago-Pacífico,Jalisco,1462.66,22.624,1462.66,22.624,1461.41,15.808,70
124,"Laguna del Fresno, Mich.                                                                                                                              ","Laguna del Fresno, Mich.                          ",Lerma-Santiago-Pacífico,Michoacán,2057,13.132,2055.98,10.299,2054.98,7.333,71
123,"Melchor Ocampo, Mich.                                                                                                                                 ","El Rosario, Mich.                                 ",Lerma-Santiago-Pacífico,Michoacán,1714.41,249.843,1711.9,194.454,1711.49,192.529,99
122,"El Palote, Gto.                                                                                                                                       ","El Palote, Gto.                                   ",Lerma-Santiago-Pacífico,Guanajuato,1838.6,17.161,1836.15,9.643,1835.15,7.265,75
121,"La Soledad, Gto.                                                                                                                                      ","La Soledad, Gto.                                  ",Lerma-Santiago-Pacífico,Guanajuato,2209.15,2.371,2207.75,1.857,2205.12,3.426,184
120,"Laguna de Yuriria, Gto.                                                                                                                               ","Bordo de Tavamatacheo, Gto.                       ",Lerma-Santiago-Pacífico,Guanajuato,1731.4,325.195,1730.92,278.79,1729.7,169.546,61
119,"Solís, Gto.                                                                                                                                           ","Solis, Gto.                                       ",Lerma-Santiago-Pacífico,Guanajuato,1898.7,1214.14,1892.54,800,1891.78,677.064,85
118,"El Molino, Méx.                                                                                                                                       ","El Molino, Méx.                                   ",Aguas del Valle de México,México,2385.09,8.7,2384.4,7.7,2383.64,6.599,86
117,"Ñadó, Méx.                                                                                                                                            ","Ñadó, Méx.                                        ",Aguas del Valle de México,México,2475.5,18.85,2474,16.8,2471.75,14,83
116,"República Española, Tamps.                                                                                                                            ","Real Viejo o El Sombrero, Tamps.                  ",Golfo Norte,Tamaulipas,89.43,105.99,83,54.78,82.95,54.296,99
115,"Cointzio, Mich.                                                                                                                                       ","Cointzio, Mich.                                   ",Lerma-Santiago-Pacífico,Michoacán,2001.32,79.233,1999.47,68.52,1992.63,79.128,115
114,"San Andrés Tepetitlán, Méx.                                                                                                                           ","Tepetitlán,Méx.                                   ",Lerma-Santiago-Pacífico,México,2594.46,81.029,2592.02,59.966,2591.44,63.044,105
113,"José Antonio Alzate, Méx.                                                                                                                             ","San Bernabé, Méx.                                 ",Lerma-Santiago-Pacífico,México,2566.92,52.509,2565.5,35.312,2565.59,36.256,103
112,"La Venta, Qro.                                                                                                                                        ","La Venta, Qro.                                    ",Golfo Norte,Querétaro,1907.68,3.777,1906.68,2.479,1905.68,1.273,51
111,"San Ildefonso, Qro.                                                                                                                                   ","El Tepozán, Qro.                                  ",Golfo Norte,Querétaro,2242.5,58.026,2239,47.812,2232.78,37.519,78
110,"Estudiante Ramiro Caballero Dorantes, Tamps.                                                                                                          ","Las Ánimas, Tamps.                                ",Golfo Norte,Tamaulipas,52.55,654.37,51.7,563.443,50.47,456.567,81
109,"Francisco José Trinidad Fabela, Méx.                                                                                                                  ","Islas de las Aves o El Salto, Méx.                ",Lerma-Santiago-Pacífico,México,2697.8,12.32,2696.7,9.93,2694.47,6.035,61
108,"Tepuxtepec, Mich.                                                                                                                                     ","Tepuxtepec, Mich.                                 ",Lerma-Santiago-Pacífico,Michoacán,2350,537.527,2348.11,449.97,2347,402.137,89
107,"Ignacio Ramírez, Méx.                                                                                                                                 ","La Gavia, Méx.                                    ",Lerma-Santiago-Pacífico,México,2550.48,36.3,2548.48,20.5,2549.4,27.247,133
106,"Danxho, Méx.                                                                                                                                          ","Danxho, Méx.                                      ",Aguas del Valle de México,México,2455.13,32.67,2454,31.046,2453.7,29.649,96
105,"La Llave, Qro.                                                                                                                                        ","Divino Redentor, Qro.                             ",Golfo Norte,Querétaro,1891.1,14.414,1890,9.312,1889.31,6.222,67
104,"Constitución de 1917, Qro.                                                                                                                            ","Hidalgo, Qro.                                     ",Golfo Norte,Querétaro,1928.39,76.461,1927.06,66.08,1923.32,39.406,60
103,"Ing. Fernando Hiriart Balderrama, Hgo.                                                                                                                ","Zimapán, Hgo.                                     ",Golfo Norte,Hidalgo,1563,1460,1560,1390,1559.9,1387.66,100
102,"Miguel de la Madrid Hurtado, Oax.                                                                                                                     ","Cerro de Oro, Oax.                                ",Golfo Centro,Oaxaca,70.01,3547.16,64.86,2599.51,62.19,2166.45,83
101,"La Laguna, Hgo.                                                                                                                                       ","Tejocotal, Pue.                                   ",Golfo Centro,Hidalgo,2184.5,49.227,2183,40.638,2177.45,15.703,39
100,"Tenango, Pue.                                                                                                                                         ","Tenango, Pue.                                     ",Golfo Centro,Puebla,1351.4,46.576,1345.6,28.479,1338.23,13.429,47
99,"Villa Hidalgo, Dgo.                                                                                                                                   ","Villa Hidalgo, Dgo.                               ",Cuencas Centrales del Norte,Durango,1729.55,39.555,1726.23,23.08,1721.29,18.819,82
98,"Zicuirán, Mich.                                                                                                                                       ","La Peña, Mich.                                    ",Balsas,Michoacán,301.44,47.485,299,36.294,296.26,37.04,102
97,"Pedro José Méndez, Tamps.                                                                                                                             ","Pedro J. Méndez, Tamps.                           ",Golfo Norte,Tamaulipas,449.4,38.36,447.22,31.26,446.16,28.08,90
96,"Los Reyes, Hgo.                                                                                                                                       ","Omiltepec, Pue.                                   ",Golfo Centro,Hidalgo,2167,29.263,2165,24.031,2161.26,16.729,70
95,"Ángel Albino Corzo, Chis.                                                                                                                             ","Peñitas, Chis.                                    ",Frontera Sur,Chiapas,95.5,578.63,87.4,215.041,85.28,794.49,369
94,"Nezahualcóyotl, Chis.                                                                                                                                 ","Malpaso, Chis.                                    ",Frontera Sur,Chiapas,188,14056.3,182.5,9317.39,178.62,8179.27,88
93,"Doctor Belisario Domínguez, Chis.                                                                                                                     ","La Angostura, Chis.                               ",Frontera Sur,Chiapas,539.5,19736.4,533,13169.6,523.83,8193.5,62
92,"Gonzalo N. Santos, S.L.P.                                                                                                                             ","El Peaje, S.L.P.                                  ",Cuencas Centrales del Norte,San Luis Potosí,2047.87,9.054,2044.85,6.685,2037.84,2.888,43
91,"San José, S.L.P.                                                                                                                                      ","San José, S.L.P.                                  ",Cuencas Centrales del Norte,San Luis Potosí,1933.7,5.656,1933.3,5.223,1930.02,3.047,58
90,"Gobernador Leobardo Reynoso, Zac.                                                                                                                     ","Trujillo, Zac.                                    ",Cuencas Centrales del Norte,Zacatecas,2129.53,125.921,2127.35,95.717,2126.34,104.698,109
89,"Los Naranjos, Dgo.                                                                                                                                    ","Los Naranjos, Dgo.                                ",Cuencas Centrales del Norte,Durango,1661.09,27.39,1658.4,20.928,1651.09,13.635,65
88,"Lázaro Cárdenas, Dgo.                                                                                                                                 ","El Palmito, Dgo.                                  ",Cuencas Centrales del Norte,Durango,1632,4278.54,1622.46,2957.61,1601.41,1284.14,43
87,"La Calera, Gro.                                                                                                                                       ","La Calera, Gro.                                   ",Balsas,Guerrero,122.62,34.193,118,9.393,118.8,25.71,274
86,"Valerio Trujano, Gro.                                                                                                                                 ","Tepecoacuilco, Gro.                               ",Balsas,Guerrero,842.78,51.727,840,31.014,838.24,29.088,94
85,"San Juanico, Mich.                                                                                                                                    ","La Laguna, Mich.                                  ",Balsas,Michoacán,1604.56,71.69,1603.86,60.545,1602.5,45.677,75
84,"El Gallo, Gro.                                                                                                                                        ","El Gallo, Gro.                                    ",Balsas,Guerrero,368,545.966,362.78,400.039,362.75,440.635,110
83,"Valle de Bravo, Méx.                                                                                                                                  ","Valle de Bravo, Méx.                              ",Balsas,México,1833,449.42,1830,394.39,1828.63,367.311,93
82,"Agostitlán, Mich.                                                                                                                                     ","Mata de Pinos, Mich.                              ",Balsas,Michoacán,2377.84,18.754,2376.6,15.675,2376.43,15.556,99
81,"Pucuato, Mich.                                                                                                                                        ","Pucuato, Mich.                                    ",Balsas,Michoacán,2500,11.534,2499,9.485,2498.91,9.412,99
80,"La Concepción, Méx.                                                                                                                                   ","La Concepción, Méx.                               ",Aguas del Valle de México,México,2352.54,12.599,2352.1,12.111,2350.33,10.326,85
79,"Internacional La Amistad, Coah.                                                                                                                       ","La Amistad, Coah.                                 ",Río Bravo,Coahuila de Zaragoza,349.03,2707.44,340.46,1769.66,331.18,186.462,11
78,"Las Vírgenes, Chih.                                                                                                                                   ","Francisco I. Madero, Chih.                        ",Río Bravo,Chihuahua,1242.56,456.461,1239.3,333.315,1233.92,243.868,73
77,"San Gabriel, Dgo.                                                                                                                                     ","San Gabriel, Dgo.                                 ",Río Bravo,Durango,1783.39,377.338,1777.9,245.431,1768.48,100.616,41
76,"Presidente Benito Juárez, Oax.                                                                                                                        ","Bordo Benito Juárez, Oax.                         ",Pacífico Sur,Oaxaca,139.85,1726.75,124.25,720.317,120.85,779.944,108
75,"Santa Elena, Dgo.                                                                                                                                     ","Santa Elena, Dgo.                                 ",Pacífico Norte,Durango,2001.61,18.766,1999.8,15.08,1999.5,14.5,96
74,"Francisco Villa, Dgo.                                                                                                                                 ","El Bosque, Dgo.                                   ",Pacífico Norte,Durango,1996.13,96.57,1993,73.26,1992.86,77.8,106
73,"Pico del Águila, Chih.                                                                                                                                ","Pico Del Águila, Chih.                            ",Río Bravo,Chihuahua,1619,59.843,1616.9,48.276,1613.3,33.738,70
72,"La Boquilla, Chih.                                                                                                                                    ","Lago de Toronto, Chih.                            ",Río Bravo,Chihuahua,1319.1,3209.63,1317,2846.78,1296.68,731.542,26
71,"Ing. Aurelio Benassini Vizcaíno, Sin.                                                                                                                 ","El Salto o Elota, Sin.                            ",Pacífico Norte,Sinaloa,164.64,815.592,154.5,403.9,151.3,325.3,81
70,"Santiago Bayacora, Dgo.                                                                                                                               ","Santiago Bayacora, Dgo.                           ",Pacífico Norte,Durango,1965.94,169.869,1959.01,130.047,1952.59,99.605,77
69,"José López Portillo, Sin.                                                                                                                             ","Comedero, Sin.                                    ",Pacífico Norte,Sinaloa,286.95,3966.17,272.16,2580.19,242.96,818.7,32
68,"Luis Donaldo Colosio, Sin.                                                                                                                            ","Huites, Sin.                                      ",Pacífico Norte,Sinaloa,290,4567.08,274,3202.16,217.82,565.02,18
67,"Gustavo Díaz Ordaz, Sin.                                                                                                                              ","Bacurato, Sin.                                    ",Pacífico Norte,Sinaloa,252.5,2687.07,237.06,1618.75,210.58,563.5,35
66,"Emilio López Zamora, B.C.                                                                                                                             ","Ensenada, B.C.                                    ",Península de Baja California,Baja California,25.26,6.342,19.89,2.732,16.24,1.489,55
65,"El Carrizo, B.C.                                                                                                                                      ","El Carrizo, B.C.                                  ",Península de Baja California,Baja California,286.22,44.585,284.7,40.866,282.28,33.406,82
64,"Adolfo Ruiz Cortines, Son.                                                                                                                            ","Mocúzari, Son.                                    ",Noroeste,Sonora,145.47,1822.14,138.46,1200,112.6,118.06,10
63,"Abraham González, Chih.                                                                                                                               ","Guadalupe, Chih.                                  ",Noroeste,Chihuahua,2051.3,102.891,2047.8,79.354,2036.13,25.981,33
62,"Plutarco Elías Calles, Son.                                                                                                                           ","El Novillo, Son.                                  ",Noroeste,Sonora,296.8,3511.96,290.5,2833.07,255.37,605.206,21
61,"Abelardo Rodríguez Luján, Son.                                                                                                                        ","Hermosillo, Son.                                  ",Noroeste,Sonora,228.4,284.47,226.98,219.52,215,0.01,0
60,"Lázaro Cárdenas, Son.                                                                                                                                 ","La Angostura, Son.                                ",Noroeste,Sonora,840.15,1116.46,830.7,703.38,803.92,59.006,8
59,"Cajón de Peña, Jal.                                                                                                                                   ","Tomatlán, Jal.                                    ",Lerma-Santiago-Pacífico,Jalisco,139.2,707.62,131.66,500,131.08,484.988,97
58,"Laguna de Amela, Col.                                                                                                                                 ","Tecomán, Col.                                     ",Lerma-Santiago-Pacífico,Colima,7.64,41.3,7.39,38.343,7.15,35.539,93
57,"Corrinchis, Jal.                                                                                                                                      ",Corrinchis                                        ,Lerma-Santiago-Pacífico,Jalisco,1336.1,29,1332.6,20,1331.8,17.65,88
56,"Basilio Vadillo, Jal.                                                                                                                                 ","Las Piedras, Jal.                                 ",Lerma-Santiago-Pacífico,Jalisco,978.97,146.888,974.35,124.75,972.84,138.2,111
55,"Miguel Alemán, Zac.                                                                                                                                   ","Excamé, Zac.                                      ",Lerma-Santiago-Pacífico,Zacatecas,1704.5,70.92,1703.4,64.53,1700.12,59.104,92
54,"Achimec, Jal.                                                                                                                                         ","Vaqueros, Jal.                                    ",Lerma-Santiago-Pacífico,Jalisco,1844.27,12.212,1841.5,7.364,1841.08,8.04,109
53,"Independencia Nacional, Zac.                                                                                                                          ",Santa Teresa                                      ,Lerma-Santiago-Pacífico,Zacatecas,1949.33,13.944,1946,9.172,1945.73,9.59,105
52,"Media Luna, Ags.                                                                                                                                      ","Media Luna, Ags.                                  ",Lerma-Santiago-Pacífico,Aguascalientes,1621.96,21.196,1619.2,15,1618.2,13.4,89
51,"El Chique, Zac.                                                                                                                                       ","El Chique, Zac.                                   ",Lerma-Santiago-Pacífico,Zacatecas,1586.48,192.567,1580.18,138.909,1577.18,118.68,85
50,"El Estribón, Jal.                                                                                                                                     ","El Estribón, Jal.                                 ",Lerma-Santiago-Pacífico,Jalisco,1881.41,7.74,1880,6.378,1878.86,5.527,87
49,"Ramón López Velarde, Zac.                                                                                                                             ","Boca del Tesorero, Zac.                           ",Lerma-Santiago-Pacífico,Zacatecas,2098.16,36.744,2096,26.22,2096.04,27.153,104
48,"San Rafael, Nay.                                                                                                                                      ",San Rafael                                        ,Lerma-Santiago-Pacífico,Nayarit,66.1,35.591,63.41,26.179,61.12,19.474,74
47,"Aguamilpa Solidaridad, Nay.                                                                                                                           ","Aguamilpa, Nay.                                   ",Lerma-Santiago-Pacífico,Nayarit,232,6950,222,5785.16,215.71,5076.63,88
46,"La Red, Jal.                                                                                                                                          ","La Red, Jal.                                      ",Lerma-Santiago-Pacífico,Jalisco,1794.7,18.3,1792.5,14.25,1785.54,4.383,31
45,"Palomas, Zac.                                                                                                                                         ","Palomas, Zac.                                     ",Lerma-Santiago-Pacífico,Zacatecas,1907.48,8.761,1904.25,4.62,1904.12,6.143,133
44,"La Sauceda, Jal.                                                                                                                                      ","Garabatillos, Jal.                                ",Lerma-Santiago-Pacífico,Jalisco,1921.03,21.5,1918.9,16,1918.27,14.74,92
43,"Peñuelitas, Gto.                                                                                                                                      ","Peñuelitas, Gto.                                  ",Lerma-Santiago-Pacífico,Guanajuato,1907.29,30.169,1904.7,17.46,1903.97,20.983,120
42,"Chila, Jal.                                                                                                                                           ","Chila, Jal.                                       ",Lerma-Santiago-Pacífico,Jalisco,99,1,98.7,0.762,97.33,0.494,65
41,"Urepetiro, Mich.                                                                                                                                      ","Urepetiro, Mich.                                  ",Lerma-Santiago-Pacífico,Michoacán,1745.68,10.923,1745,8.282,1747.05,10.875,131
40,"Jaripo, Mich.                                                                                                                                         ","Jaripo, Mich.                                     ",Lerma-Santiago-Pacífico,Michoacán,1580.42,9.265,1578.91,6.028,1574.49,2.472,41
