#,Nombre de presa,Nombre común,Organismo de cuenca,Entidad federativa,NAME Elevación (msnm),NAME Almacenamiento (hm³),NAMO Elevación (msnm),NAMO Almacenamiento (hm³),Elevación Actual (msnm),Almacenamiento Actual (hm³),% de llenado actual
33,"Francisco José Trinidad Fabela, Méx.","Islas de las Aves o El Salto, Méx.",Lerma-Santiago-Pacífico,México,2697.8,12.32,2696.7,9.93,2691.21,1.95,20
34,"Laguna de Yuriria, Gto.","Bordo de Tavamatacheo, Gto.",Lerma-Santiago-Pacífico,Guanajuato,1731.4,325.195,1730.92,278.79,1727.27,22.848,8
35,"Tercer Mundo, Mich.","Chincua, Mich.",Lerma-Santiago-Pacífico,Michoacán,2428.58,17.332,2427.58,14.972,2425.3,10.187,68
36,"Cointzio, Mich.","Cointzio, Mich.",Lerma-Santiago-Pacífico,Michoacán,2001.32,79.233,1999.47,68.52,1991.12,31.048,45
37,"Malpaís, Mich.","La Ciénega, Mich.",Lerma-Santiago-Pacífico,Michoacán,1843.56,27.249,1842.53,18.512,1842.48,18.135,98
38,"La Purísima, Gto.","La Purísima, Gto.",Lerma-Santiago-Pacífico,Guanajuato,1860.7,181.926,1853.47,110,1844.32,45.756,42
39,"La Soledad, Gto.","La Soledad, Gto.",Lerma-Santiago-Pacífico,Guanajuato,2209.15,2.371,2207.75,1.857,2200.74,0.138,7
40,"El Palote, Gto.","El Palote, Gto.",Lerma-Santiago-Pacífico,Guanajuato,1838.6,17.161,1836.15,9.643,1831.29,0.449,5
41,"La Golondrina, Gto.","La Golondrina,Gto.",Lerma-Santiago-Pacífico,Guanajuato,1837.12,5.97,1835.2,4.67,1824.35,0.625,13
42,"Melchor Ocampo, Mich.","El Rosario, Mich.",Lerma-Santiago-Pacífico,Michoacán,1714.41,249.843,1711.9,194.454,1708.44,127.01,65
43,"Aristeo Mercado, Mich.","Wilson ,Mich.",Lerma-Santiago-Pacífico,Michoacán,1993.8,28.305,1993.5,25.344,1990.37,3.948,16
44,"Pátzcuaro, Mich.","Pátzcuaro, Mich.",Lerma-Santiago-Pacífico,Michoacán,2042.35,1135.573,2038.57,646.582,2035.45,336.61,52
45,"Los Angeles, Mich.",Tres Mezquites,Lerma-Santiago-Pacífico,Michoacán,1688.45,17.096,1687.95,14.59,1684,0.458,3
46,"Laguna del Fresno, Mich.","Laguna del Fresno, Mich.",Lerma-Santiago-Pacífico,Michoacán,2057,13.132,2055.98,10.299,2052.72,2.73,27
47,"Mariano Abasolo, Gto.","San Antonio de Aceves, Gto.",Lerma-Santiago-Pacífico,Guanajuato,1753.08,23.946,1751.3,20.079,1744.39,8.377,42
48,"Copándaro, Mich.","Copándaro de Dolores, Mich.",Lerma-Santiago-Pacífico,Michoacán,1989.209,9.717,1987.659,2.752,1995.36,0.211,8
49,"Hurtado, Jal.","Valencia, Jal.",Lerma-Santiago-Pacífico,Jalisco,1462.66,22.624,1462.66,22.624,1460.66,12.093,53
50,"Jaripo, Mich.","Jaripo, Mich.",Lerma-Santiago-Pacífico,Michoacán,1580.42,9.265,1578.91,6.028,1576.65,2.367,39
51,"Guaracha, Mich.","San Antonio, Mich.",Lerma-Santiago-Pacífico,Michoacán,1580.11,29.79,1580.01,28.677,1577.52,5.408,19
52,"Urepetiro, Mich.","Urepetiro, Mich.",Lerma-Santiago-Pacífico,Michoacán,1745.68,10.923,1745,8.282,1742.18,2.931,35
53,"Ing. Guillermo Lugo Sanabria, Jal.","La Pólvora, Jal.",Lerma-Santiago-Pacífico,Jalisco,1665,56.15,1663.46,51.675,1648.42,20.988,41
54,"De Gonzalo, Mich.","De Gonzalo, Mich.",Lerma-Santiago-Pacífico,Michoacán,1534.9,10,1533.88,8.837,1531.6,0.098,1
55,"Lago de Chapala, Jal.","Chapala, Jal.",Lerma-Santiago-Pacífico,Jalisco,99,9279.71,98,8126.41,93.93,3629.39,45
56,"La Colonia, Jal.","La Colonia, Jal.",Lerma-Santiago-Pacífico,Jalisco,103.4,6.5,103,5.775,102.55,4.421,77
57,"Chila, Jal.","Chila, Jal.",Lerma-Santiago-Pacífico,Jalisco,99,1,98.7,0.762,98.67,0.756,99
58,"El Batán, Qro.",Los Arcos,Lerma-Santiago-Pacífico,Querétaro,1905.15,8.042,1902.1,5.791,1888.23,0.627,11
59,"Ignacio Allende, Gto.","La Begoña, Gto.",Lerma-Santiago-Pacífico,Guanajuato,1833.33,241.41,1830.75,170.79,1821.2,23.947,14
60,"Peñuelitas, Gto.","Peñuelitas, Gto.",Lerma-Santiago-Pacífico,Guanajuato,1907.29,30.169,1904.7,17.46,1897.09,0.137,1
61,"Miguel Alemán, Zac.","Excamé, Zac.",Lerma-Santiago-Pacífico,Zacatecas,1704.5,70.92,1703.4,64.53,1692.59,19.611,30
62,"José María Morelos, Zac.","La Villita, Zac.",Lerma-Santiago-Pacífico,Zacatecas,1831.19,11.165,1829,9.018,1823.4,5.026,56
63,"Tacotán, Jal.","Tacotán, Jal.",Lerma-Santiago-Pacífico,Jalisco,1406.29,169,1403.06,149.239,1390.68,95.14,64
64,"Basilio Vadillo, Jal.","Las Piedras, Jal.",Lerma-Santiago-Pacífico,Jalisco,978.97,146.888,974.35,124.75,968.38,98.995,79
65,"Ramón Corona Madrigal General, Jal.","Trigomil, Jal.",Lerma-Santiago-Pacífico,Jalisco,1209.36,324,1201.4,250,1188.56,155.45,62
66,"Corrinchis, Jal.",Corrinchis,Lerma-Santiago-Pacífico,Jalisco,1336.1,29,1332.6,20,1331.17,16.547,83
67,"Ing. Santiago Camarena, Jal.","La Vega, Jal.",Lerma-Santiago-Pacífico,Jalisco,1258.86,80,1257,44.035,1257.18,47.807,109
68,"Laguna de Amela, Col.","Tecomán, Col.",Lerma-Santiago-Pacífico,Colima,7.64,41.3,7.39,38.343,6.86,32.24,84
69,"Solidaridad, Jal.","Trojes, Jal.",Lerma-Santiago-Pacífico,Jalisco,301.11,285.742,292.37,203.388,288.32,172.268,85
70,"Cajón de Peña, Jal.","Tomatlán, Jal.",Lerma-Santiago-Pacífico,Jalisco,139.2,707.62,131.66,500,129.27,440.472,88
71,"Vicente C. Villaseñor, Jal.","Valle de Juárez, Jal.",Lerma-Santiago-Pacífico,Jalisco,1878,18.12,1877,14.44,1875.84,10.316,71
72,"Lázaro Cárdenas, Son.","La Angostura, Son.",Noroeste,Sonora,840.15,1116.46,830.7,703.38,813.48,196.562,28
73,"Plutarco Elías Calles, Son.","El Novillo, Son.",Noroeste,Sonora,296.8,3511.96,290.5,2833.07,253.08,487.127,17
74,"Alvaro Obregón, Son.","Oviachic, Son.",Noroeste,Sonora,112.2,4478.215,105.5,3023.14,86.49,690.349,23
75,"Abraham González, Chih.","Guadalupe, Chih.",Noroeste,Chihuahua,2051.3,102.891,2047.8,79.354,2036.1,22.717,29
76,"Ignacio R. Alatorre, Son.","Punta de Agua, Son.",Noroeste,Sonora,102.71,29.69,100,16.16,91.2,0,0
77,"Adolfo Ruiz Cortines, Son.","Mocúzari, Son.",Noroeste,Sonora,145.47,1822.141,138.46,1200,101.4,24.306,2
78,"Cuauhtémoc, Son.","Santa Teresa, Son.",Noroeste,Sonora,600.25,66.33,597,41.47,585.41,1.439,3
79,"Agua Caliente, Son.",Dique 10,Noroeste,Sonora,79.6,41.16,79.1,37.58,78.43,32.774,87
80,"Abelardo Rodríguez Luján, Son.","Hermosillo, Son.",Noroeste,Sonora,228.4,284.47,226.98,219.52,214.42,0.003,0
81,"Ing. Rodolfo Félix Valdés, Son.","El Molinito, Son.",Noroeste,Sonora,293.4,222.47,289.36,121.202,278.05,10.1,8
82,"El Carrizo, B.C.","El Carrizo, B.C.",Península de Baja California,Baja California,286.22,44.585,284.7,40.866,276.21,23.181,57
83,"Abelardo L. Rodríguez, B.C.","Tijuana, B.C.",Península de Baja California,Baja California,125,121.392,115.85,76.9,105.93,38.182,50
84,"Las Auras, B.C.",,Península de Baja California,Baja California,822,5.1,820,5.01,814.169,2.675,53
85,"Emilio López Zamora, B.C.","Ensenada, B.C.",Península de Baja California,Baja California,25.26,6.342,19.89,2.732,20.44,2.984,109
86,"Luis Donaldo Colosio, Sin.","Huites, Sin.",Pacífico Norte,Sinaloa,290,4567.08,274,3202.16,215.37,507.35,16
87,"Miguel Hidalgo, Sin.","El Mahoné, Sin.",Pacífico Norte,Sinaloa,148,4171.273,142.36,3312.89,113.72,548.951,17
88,"Josefa Ortiz de Domínguez, Sin.","El Sabino, Sin.",Pacífico Norte,Sinaloa,112.65,685.11,109.5,519.28,99,139.685,27
89,"Gustavo Díaz Ordaz, Sin.","Bacurato, Sin.",Pacífico Norte,Sinaloa,252.5,2687.074,237.06,1618.751,211.38,504.191,31
90,"Ing. Guillermo Blake Aguilar, Sin.","El Sabinal, Sin.",Pacífico Norte,Sinaloa,196.61,469.2,188.45,294.578,174.08,104.149,35
91,"Cuchillo Solidaridad, N.L.","El Cuchillo, N.L.",Río Bravo,Nuevo León,166.66,1784.292,162.35,1123.143,155.6,460.007,41
92,"Marte Rodolfo Gómez, Tamps.","El Azúcar, Tamps.",Río Bravo,Tamaulipas,83,2208.663,76.3,781.7,73.89,483.096,62
93,"Derivadora Las Blancas, Tamps.","Las Blancas, Tamps.",Río Bravo,Tamaulipas,91.8,133.432,89.92,83.784,85.05,24.35,29
94,"El Tintero, Chih.","El Tintero, Chih.",Río Bravo,Chihuahua,1709.03,216.703,1703,125.075,1686.87,15.066,12
95,"Las Lajas, Chih.","Las Lajas, Chih.",Río Bravo,Chihuahua,1561.62,106.547,1558.7,83.266,1544.39,13.464,16
96,"José López Portillo, N.L.","Cerro Prieto, N.L.",Río Bravo,Nuevo León,285.5,393,282.52,300,265.33,29.438,10
97,"Tampico, Tamps.",Sistema lagunario Chairel,Golfo Norte,Tamaulipas,1.4,854,1,676,0.26,344,51
98,"Los Olivos, Mich.","Los Olivos, Mich.",Balsas,Michoacán,421,16.271,418,10.262,415.12,6.12,60
99,"San Juanico, Mich.","La Laguna, Mich.",Balsas,Michoacán,1604.56,71.69,1603.86,60.545,1601.8,35.203,58
100,"Constitución de Apatzingán, Jal.","Chilatán, Jal.",Balsas,Jalisco,437.68,807.15,429.45,590.025,416.44,340.833,58
101,"Zicuirán, Mich.","La Peña, Mich.",Balsas,Michoacán,301.44,47.485,299,36.294,296.06,25.123,69
102,"Infiernillo, Mich.","Infiernillo, Mich.",Balsas,Guerrero,183.2,15194.8,169,9367.77,158.81,6221.985,66
103,"José María Morelos y Pavón, Mich.","La Villita, Mich.",Balsas,Michoacán,56.73,686.94,51.2,545.93,50.09,517.62,95
104,"Lázaro Cárdenas, Dgo.","El Palmito, Dgo.",Cuencas Centrales del Norte,Durango,1632,4278.541,1622.46,2957.61,1605.72,1424.775,48
105,"Francisco Zarco, Dgo.","Las Tórtolas, Dgo.",Cuencas Centrales del Norte,Durango,1210.05,383.16,1208.2,309.24,1199.53,87.005,28
106,"Los Naranjos, Dgo.","Los Naranjos, Dgo.",Cuencas Centrales del Norte,Durango,1661.09,27.39,1658.4,20.928,1652.45,10.239,49
107,"El Tigre, Dgo.",El Tigre,Cuencas Centrales del Norte,Durango,1580.12,18.56,1576.92,14,1568.56,4.252,30
108,"Santiago, Zac.",Santiago,Cuencas Centrales del Norte,Zacatecas,2000.26,11.421,1997.26,6.2,1995.16,3.539,57
109,"El Cazadero, Zac.","El Cazadero, Zac",Cuencas Centrales del Norte,Zacatecas,1919.94,44.68,1916,22.178,1912.53,9.313,42
110,"Gobernador Leobardo Reynoso, Zac.","Trujillo, Zac.",Cuencas Centrales del Norte,Zacatecas,2129.53,125.921,2127.35,95.717,2117.45,19.545,20
111,"Santa Rosa, Zac.","Santa Rosa, Zac.",Cuencas Centrales del Norte,Zacatecas,2249.64,14.041,2248.64,10.476,2245.1,1.658,16
112,"Ing. Benjamín Ortega Cantero, Dgo.","Agua Puerca, Dgo.",Cuencas Centrales del Norte,Durango,1434.1,56.06,1430.2,30.764,1426.29,14.001,46
113,"Villa Hidalgo, Dgo.","Villa Hidalgo, Dgo.",Cuencas Centrales del Norte,Durango,1729.55,39.555,1726.23,23.08,1722.08,9.834,43
114,"San José, S.L.P.","San José, S.L.P.",Cuencas Centrales del Norte,San Luis Potosí,1933.7,5.656,1933.3,5.223,1924.39,0.463,9
115,"Gonzalo N. Santos, S.L.P.","El Peaje, S.L.P.",Cuencas Centrales del Norte,San Luis Potosí,2047.87,9.054,2044.85,6.685,2029.8,0.437,7
116,"El Potosino, S.L.P.","El Potosino, S.L.P.",Cuencas Centrales del Norte,San Luis Potosí,2000.85,5.199,1996.8,3.293,1980.03,0.028,1
117,"Cañada del Lobo, S.L.P.","Cañada del Lobo, S.L.P.",Cuencas Centrales del Norte,San Luis Potosí,1962.1,2.161,1958.8,1.244,1953.14,0.274,22
118,"Valentín Gama, S.L.P.","Ojo Caliente, S.L.P.",Cuencas Centrales del Norte,San Luis Potosí,1788.1,22.4,1783.8,9.51,1774.57,0.19,2
119,"Doctor Belisario Domínguez, Chis.","La Angostura, Chis.",Frontera Sur,Chiapas,539.5,19736.4,533,13169.63,519.79,6305.63,48
120,"Manuel Moreno Torres, Chis.","Chicoasén, Chis.",Frontera Sur,Chiapas,395,1318.6,392.5,205.98,390.93,174.385,85
121,"Nezahualcóyotl, Chis.","Malpaso, Chis.",Frontera Sur,Chiapas,188,14056.32,182.5,9317.39,166.77,4963.99,53
122,"Juan Sabines, Chis.","El Portillo II o Cuxtepeques, Chis.",Frontera Sur,Chiapas,618.27,116.11,612.12,68.15,609.95,55.832,82
123,"Angel Albino Corzo, Chis.","Peñitas, Chis.",Frontera Sur,Chiapas,95.5,578.63,87.4,215.041,85.55,172.472,80
124,"Necaxa, Pue.","Necaxa, Pue.",Golfo Centro,Puebla,1343,39.283,1338,29.055,1335.89,25.15,87
125,"Tenango, Pue.","Tenango, Pue.",Golfo Centro,Puebla,1351.4,46.576,1345.6,28.479,1341.72,18.79,66
126,"Nexapa, Pue.","Nexapa, Pue.",Golfo Centro,Puebla,1362.35,15.313,1360,12.5,1357.86,9.658,77
127,"La Laguna, Hgo.","Tejocotal, Pue.",Golfo Centro,Hidalgo,2184.5,49.227,2183,40.638,2175.57,6.77,17
128,"Manuel M. Diéguez, Jal.","Santa Rosa, Jal.",Lerma-Santiago-Pacífico,Jalisco,748,418,746.46,393.36,741.87,341.83,87
129,"El Salto, Jal.","El Salto, Jal.",Lerma-Santiago-Pacífico,Jalisco,1812.5,118.54,1810.16,85,1809.1,76.189,90
130,"La Sauceda, Jal.","Garabatillos, Jal.",Lerma-Santiago-Pacífico,Jalisco,1921.03,21.5,1918.9,16,1912.24,4.44,28
131,"Cincuenta Aniversario, Ags.",San José de Gracia,Lerma-Santiago-Pacífico,Aguascalientes,2088.57,5.039,2086,4.1,2079.66,2.569,63
132,"Derivadora Pabellón, Ags.","Derecha Potrerillos, Ags.",Lerma-Santiago-Pacífico,Aguascalientes,2093,2.1,2092.6,2.038,2086.69,1.253,61
133,"Plutarco Elías Calles, Ags.","Calles, Ags.",Lerma-Santiago-Pacífico,Aguascalientes,2022,407.438,2020,358.121,1998.77,41.69,12
134,"Jocoque, Ags.","Derecha Jocoque, Ags.",Lerma-Santiago-Pacífico,Aguascalientes,1943.4,11.4,1942.45,10.975,1940.38,9.548,87
135,"Abelardo L. Rodríguez, Ags.","Abelardo L. Rodríguez, Ags.",Lerma-Santiago-Pacífico,Aguascalientes,1890,18.816,1888.88,15.997,1881.36,3.906,24
136,"El Niágara, Ags.","El Niágara, Ags.",Lerma-Santiago-Pacífico,Aguascalientes,1832.4,31.695,1828.4,16.188,1828.42,16.246,100
137,"El Cuarenta, Jal.","El Cuarenta, Jal.",Lerma-Santiago-Pacífico,Jalisco,2001.95,38.96,1998.75,30.625,1985.75,5.5,18
138,"El Estribón, Jal.","El Estribón, Jal.",Lerma-Santiago-Pacífico,Jalisco,1881.41,7.74,1880,6.378,1878.15,5.048,79
139,"Los Moraleños, Zac.",Moraleños,Lerma-Santiago-Pacífico,Zacatecas,1322.93,26.07,1318.96,20.932,1310.94,9.478,45
140,"Palomas, Zac.","Palomas, Zac.",Lerma-Santiago-Pacífico,Zacatecas,1907.48,8.761,1904.25,4.62,1902.55,3.028,66
141,"Ing. Julián Adame Alatorre, Zac.","Tayahua, Zac.",Lerma-Santiago-Pacífico,Zacatecas,1701.41,50.377,1696.01,31.598,1688.3,14.067,45
142,"El Chique, Zac.","El Chique, Zac.",Lerma-Santiago-Pacífico,Zacatecas,1586.48,192.567,1580.18,138.909,1569.23,67.967,49
143,"La Codorniz, Ags.","La Codorniz, Ags.",Lerma-Santiago-Pacífico,Aguascalientes,1837.76,6.528,1836,5.366,1822.8,0.492,9
144,"Media Luna, Ags.","Media Luna, Ags.",Lerma-Santiago-Pacífico,Aguascalientes,1621.96,21.196,1619.2,15,1609.67,2.736,18
145,"Cuquío, Jal.","Los Gigantes, Jal.",Lerma-Santiago-Pacífico,Jalisco,1806.58,8.85,1805.5,7.5,1802.7,4.325,58
146,"La Red, Jal.","La Red, Jal.",Lerma-Santiago-Pacífico,Jalisco,1794.7,18.3,1792.5,14.25,1786.68,5.614,39
147,"Ing. Elías González Chávez, Jal.","Puente Calderón, Jal.",Lerma-Santiago-Pacífico,Jalisco,1620,100,1618,80,1609.46,22.394,28
148,"Aguamilpa Solidaridad, Nay.","Aguamilpa, Nay.",Lerma-Santiago-Pacífico,Nayarit,232,6950,222,5785.16,199.91,3695.863,64
149,"Leonardo Rodríguez Alcaine, Nay.","Leonardo Rodríguez Alcáine, Nay.",Lerma-Santiago-Pacífico,Nayarit,394,2393.11,391,2282.13,370.92,1580.992,69
150,"San Rafael, Nay.",San Rafael,Lerma-Santiago-Pacífico,Nayarit,66.1,35.591,63.41,26.179,62.43,23.161,88
151,"Ing. Alfredo Elías Ayub, Jal.","La Yesca, Jal.",Lerma-Santiago-Pacífico,Nayarit,578,2392.88,575,2292.92,546.85,1502.277,66
152,"Independencia Nacional, Zac.",Santa Teresa,Lerma-Santiago-Pacífico,Zacatecas,1949.33,13.944,1946,9.172,1942.74,5.526,60
153,"Manuel Felgueres, Zac.","Lobatos, Zac.",Lerma-Santiago-Pacífico,Zacatecas,2080.18,9.435,2077.05,6.905,2072.65,4.209,61
154,"Ramón López Velarde, Zac.","Boca del Tesorero, Zac.",Lerma-Santiago-Pacífico,Zacatecas,2098.16,36.744,2096,26.22,2089.98,7.704,29
155,"Achimec, Jal.","Vaqueros, Jal.",Lerma-Santiago-Pacífico,Jalisco,1844.27,12.212,1841.5,7.364,1836,1.72,23
156,"Tenasco, Jal.","Boquilla de Zaragoza, Jal.",Lerma-Santiago-Pacífico,Jalisco,1724.84,13.85,1722.85,10.49,1717.59,4.642,44
157,"Lic. Eustaquio Buelna, Sin.","Guamúchil, Sin.",Pacífico Norte,Sinaloa,68.85,264.95,63.54,80.08,59.92,24.944,31
158,"Adolfo López Mateos, Sin.","El Humaya o El Varejonal, Sin.",Pacífico Norte,Sinaloa,183.48,4034.52,176,3086.61,140.31,444.434,14
159,"Juan Guerrero Alcocer, Sin.","Vinoramas, Sin.",Pacífico Norte,Sinaloa,176.28,102,168.5,54.684,152.57,7.445,14
160,"Sanalona, Sin.","Sanalona, Sin.",Pacífico Norte,Sinaloa,162.17,987.522,156.2,687.988,140.89,197.817,29
161,"José López Portillo, Sin.","Comedero, Sin.",Pacífico Norte,Sinaloa,286.95,3966.17,272.16,2580.19,226.61,391.258,15
162,"Caboraca, Dgo.","Canoas, Dgo.",Pacífico Norte,Durango,2001.28,57.88,1998.25,45,1992.5,24.61,55
163,"Peña del Aguila, Dgo.","Peña Del Aguila, Dgo.",Pacífico Norte,Durango,1895.27,54.902,1892.5,27.948,1887.41,5.005,18
164,"Presidente Guadalupe Victoria, Dgo.","El Tunal, Dgo.",Pacífico Norte,Durango,1934.61,94.617,1931,78.06,1921.19,41.262,53
165,"Santiago Bayacora, Dgo.","Santiago Bayacora, Dgo.",Pacífico Norte,Durango,1965.94,169.869,1959.01,130.047,1951.56,95.369,73
166,"Francisco Villa, Dgo.","El Bosque, Dgo.",Pacífico Norte,Durango,1996.13,96.57,1993,73.26,1989.57,52.38,71
167,"Ing. Aurelio Benassini Vizcaíno, Sin.","El Salto o Elota, Sin.",Pacífico Norte,Sinaloa,164.64,815.592,154.5,403.9,143.65,163.562,40
168,"Santa Elena, Dgo.","Santa Elena, Dgo.",Pacífico Norte,Durango,2001.61,18.766,1999.8,15.08,1989.88,2.298,15
169,"Revolución Mexicana, Gro.","El Guineo, Gro.",Pacífico Sur,Guerrero,107.59,259.502,94.4,126.694,93.43,119.24,94
170,"Presidente Benito Juárez, Oax.","Bordo Benito Juárez, Oax.",Pacífico Sur,Oaxaca,139.85,1726.747,124.25,720.317,111.42,260.381,36
171,"La Boquilla, Chih.","Lago de Toronto, Chih.",Río Bravo,Chihuahua,1319.1,3192.75,1317,2846.78,1302.64,1086.847,38
172,"San Gabriel, Dgo.","San Gabriel, Dgo.",Río Bravo,Durango,1783.39,377.338,1777.9,245.431,1771.47,133.663,54
173,"Pico del Aguila, Chih.","Pico Del Aguila, Chih.",Río Bravo,Chihuahua,1619,59.843,1616.9,48.276,1610.85,22.081,46
174,"Las Vírgenes, Chih.","Francisco I. Madero, Chih.",Río Bravo,Chihuahua,1242.56,477.622,1239.3,333.32,1230.32,109.259,33
175,"El Granero, Chih.","Ing. Luis L. León, Chih.",Río Bravo,Chihuahua,1050.5,824.762,1034.8,284.382,1034.39,275.219,97
176,"Chihuahua, Chih.","Chihuahua, Chih.",Río Bravo,Chihuahua,1544.28,35.631,1540.82,23.383,1537.29,14.287,61
177,"El Rejón, Chih.","El Rejón, Chih.",Río Bravo,Chihuahua,1478.32,7.755,1477,6.528,1476.03,5.71,87
178,"Piedras Azules, Chih.",,Río Bravo,Chihuahua,1998.42,13.194,1996.5,8.712,1995.2,6.25,72
179,"Internacional La Amistad, Coah.","La Amistad, Coah.",Río Bravo,Coahuila de Zaragoza,349.03,2707.437,340.46,1769.66,321.495,302.28,17
180,"El Centenario, Coah.","El Centenario, Coah.",Río Bravo,Coahuila de Zaragoza,336.38,25.711,336.15,24.589,335.23,20.456,83
181,"San Miguel, Coah.","San Miguel, Coah.",Río Bravo,Coahuila de Zaragoza,341.96,22.193,341.74,21.168,341.59,20.471,97
182,"La Fragua, Coah.","La Fragua, Coah",Río Bravo,Coahuila de Zaragoza,303.96,85.38,300.3,47.295,297.65,28.526,60
183,"Internacional Falcón, Tamps.","Falcón, Tamps.",Río Bravo,Tamaulipas,93.482,1607.962,91.81,1351.63,80.87,410.503,30
184,"Salinillas, N.L.","Salinillas, N.L.",Río Bravo,Nuevo León,232,19.011,232,19.011,229.15,7.027,37
185,"Venustiano Carranza, Coah.","Don Martín, Coah.",Río Bravo,Coahuila de Zaragoza,261.8,1322.372,259.24,874.1,252.09,162.416,19
