#,Nombre de presa,Nombre común,Organismo de cuenca,Entidad federativa,NAME Elevación (msnm),NAME Almacenamiento (hm³),NAMO Elevación (msnm),NAMO Almacenamiento (hm³),Elevación Actual (msnm),Almacenamiento Actual (hm³),% de llenado actual
16,"Laguna de Yuriria, Gto.                                                                                                                               ","Bordo de Tavamatacheo, Gto.                       ",Lerma-Santiago-Pacífico,Guanajuato,1731.4,325.195,1730.92,278.79,1729.79,95.778,34
17,"Jaripo, Mich.                                                                                                                                         ","Jaripo, Mich.                                     ",Lerma-Santiago-Pacífico,Michoacán,1580.42,9.265,1578.91,6.028,1575.52,3.754,62
18,"Urepetiro, Mich.                                                                                                                                      ","Urepetiro, Mich.                                  ",Lerma-Santiago-Pacífico,Michoacán,1745.68,10.923,1745,8.282,1746.72,9.569,116
19,"El Chique, Zac.                                                                                                                                       ","El Chique, Zac.                                   ",Lerma-Santiago-Pacífico,Zacatecas,1586.48,192.567,1580.18,138.909,1551.82,14.24,10
20,"El Molino, Méx.                                                                                                                                       ","El Molino, Méx.                                   ",Aguas del Valle de México,México,2385.09,8.7,2384.4,7.7,2381.03,2.895,38
21,"Danxho, Méx.                                                                                                                                          ","Danxho, Méx.                                      ",Aguas del Valle de México,México,2455.13,32.67,2454,31.046,2452.21,23.554,76
22,"Cointzio, Mich.                                                                                                                                       ","Cointzio, Mich.                                   ",Lerma-Santiago-Pacífico,Michoacán,2001.32,79.233,1999.47,68.52,1992.84,79.864,117
23,"Ignacio Allende, Gto.                                                                                                                                 ","La Begoña, Gto.                                   ",Lerma-Santiago-Pacífico,Guanajuato,1833.33,241.41,1830.75,170.79,1823.84,66.03,39
24,"Manuel M. Diéguez, Jal.                                                                                                                               ","Santa Rosa, Jal.                                  ",Lerma-Santiago-Pacífico,Jalisco,748,418,746.46,393.36,744.22,379.56,96
25,"La Codorniz, Ags.                                                                                                                                     ","La Codorniz, Ags.                                 ",Lerma-Santiago-Pacífico,Aguascalientes,1837.76,6.528,1836,5.366,1827.4,1.61,30
26,"Laguna del Fresno, Mich.                                                                                                                              ","Laguna del Fresno, Mich.                          ",Lerma-Santiago-Pacífico,Michoacán,2057,13.132,2055.98,10.299,2055.71,7.71,75
27,"Ignacio R. Alatorre, Son.                                                                                                                             ","Punta de Agua, Son.                               ",Noroeste,Sonora,102.71,29.69,100,16.16,94.58,11.154,69
28,"Cuauhtémoc, Son.                                                                                                                                      ","Santa Teresa, Son.                                ",Noroeste,Sonora,600.25,66.33,597,41.47,595.22,49.364,119
29,"Ing. Rodolfo Félix Valdés, Son.                                                                                                                       ","El Molinito, Son.                                 ",Noroeste,Sonora,293.4,222.47,289.36,121.202,280.34,35.06,29
30,"Adolfo López Mateos, Sin.                                                                                                                             ","El Humaya o El Varejonal, Sin.                    ",Pacífico Norte,Sinaloa,183.48,4034.52,176,3086.61,156.62,1377.5,45
31,"Sanalona, Sin.                                                                                                                                        ","Sanalona, Sin.                                    ",Pacífico Norte,Sinaloa,162.17,987.522,156.2,687.988,141.11,332.944,48
32,"Media Luna, Ags.                                                                                                                                      ","Media Luna, Ags.                                  ",Lerma-Santiago-Pacífico,Aguascalientes,1621.96,21.196,1619.2,15,1609.9,3.071,20
33,"Adolfo Ruiz Cortines, Son.                                                                                                                            ","Mocúzari, Son.                                    ",Noroeste,Sonora,145.47,1822.14,138.46,1200,124.38,471.507,39
34,"Abelardo Rodríguez Luján, Son.                                                                                                                        ","Hermosillo, Son.                                  ",Noroeste,Sonora,228.4,284.47,226.98,219.52,223.9,184.745,84
35,"Gustavo Díaz Ordaz, Sin.                                                                                                                              ","Bacurato, Sin.                                    ",Pacífico Norte,Sinaloa,252.5,2687.07,237.06,1618.75,225.86,1195.2,74
36,"Lic. Eustaquio Buelna, Sin.                                                                                                                           ","Guamúchil, Sin.                                   ",Pacífico Norte,Sinaloa,68.85,264.95,63.54,80.08,61.02,82.7,103
37,"José López Portillo, Sin.                                                                                                                             ","Comedero, Sin.                                    ",Pacífico Norte,Sinaloa,286.95,3966.17,272.16,2580.19,254.98,1292.47,50
38,"Lázaro Cárdenas, Son.                                                                                                                                 ","La Angostura, Son.                                ",Noroeste,Sonora,840.15,1116.46,830.7,703.38,830.58,859.75,122
39,"El Granero, Chih.                                                                                                                                     ","Ing. Luis L. León, Chih.                          ",Río Bravo,Chihuahua,1050.5,824.762,1034.8,284.382,1039.63,468.7,165
40,"El Rejón, Chih.                                                                                                                                       ","El Rejón, Chih.                                   ",Río Bravo,Chihuahua,1478.32,7.755,1477,6.528,1470.79,2.5,38
41,"El Centenario, Coah.                                                                                                                                  ","El Centenario, Coah.                              ",Río Bravo,Coahuila de Zaragoza,336.38,25.711,336.15,24.589,335.97,24.365,99
42,"Rodrigo Gómez, N.L.                                                                                                                                   ","La Boca, N.L.                                     ",Río Bravo,Nuevo León,449.2,42.657,448.54,39.49,446.49,30.7,78
43,"Marte Rodolfo Gómez, Tamps.                                                                                                                           ","El Azúcar, Tamps.                                 ",Río Bravo,Tamaulipas,83,2208.66,76.3,781.7,72.28,419.268,54
44,"Presidente Guadalupe Victoria, Dgo.                                                                                                                   ","El Tunal, Dgo.                                    ",Pacífico Norte,Durango,1934.61,94.617,1931,78.06,1928.73,73.134,94
45,"Francisco Villa, Dgo.                                                                                                                                 ","El Bosque, Dgo.                                   ",Pacífico Norte,Durango,1996.13,96.57,1993,73.26,1982.57,30.995,42
46,"Presidente Benito Juárez, Oax.                                                                                                                        ","Bordo Benito Juárez, Oax.                         ",Pacífico Sur,Oaxaca,139.85,1726.75,124.25,720.317,121.97,609.77,85
47,"Las Lajas, Chih.                                                                                                                                      ","Las Lajas, Chih.                                  ",Río Bravo,Chihuahua,1561.62,106.547,1558.7,83.266,1549.73,38.707,46
48,"Salinillas, N.L.                                                                                                                                      ","Salinillas, N.L.                                  ",Río Bravo,Nuevo León,232,19.011,232,19.011,231.02,14.476,76
49,"El Tintero, Chih.                                                                                                                                     ","El Tintero, Chih.                                 ",Río Bravo,Chihuahua,1709.03,216.703,1703,125.075,1688.03,28.281,23
50,"San Miguel, Coah.                                                                                                                                     ","San Miguel, Coah.                                 ",Río Bravo,Coahuila de Zaragoza,341.96,22.193,341.74,21.168,341.25,18.628,88
51,"Venustiano Carranza, Coah.                                                                                                                            ","Don Martín, Coah.                                 ",Río Bravo,Coahuila de Zaragoza,261.8,1322.37,259.24,874.1,255.97,504.93,58
52,"Cuchillo Solidaridad, N.L.                                                                                                                            ","El Cuchillo, N.L.                                 ",Río Bravo,Nuevo León,166.66,1784.29,162.35,1123.14,151.4,228.338,20
53,"José López Portillo, N.L.                                                                                                                             ","Cerro Prieto, N.L.                                ",Río Bravo,Nuevo León,285.5,393,282.52,300,276.58,161.154,54
54,"Manuel Ávila Camacho, Pue.                                                                                                                            ","Valsequillo o Balcón del Diablo, Pue.             ",Balsas,Puebla,2062,391.489,2059.02,300.654,2057.56,267.813,89
55,"Sierra de Guadalupe, Méx.                                                                                                                             ","Guadalupe,Méx.                                    ",Aguas del Valle de México,México,2306.82,64.08,2305.2,56.91,2299.9,36.75,65
56,"Javier Rojo Gómez, Hgo.                                                                                                                               ","La Peña, Hgo.                                     ",Aguas del Valle de México,Hidalgo,1977.84,43.317,1976.84,39.99,1972.62,41.38,103
57,"Requena, Hgo.                                                                                                                                         ","Requena, Hgo.                                     ",Aguas del Valle de México,Hidalgo,2110.3,61.519,2109,51.56,2105.72,31.96,62
58,"Villa Victoria, Méx.                                                                                                                                  ","Villa Victoria,Méx.                               ",Balsas,México,2607.5,249.943,2605.5,185.723,2604.54,158.269,85
59,"Constitución de Apatzingán, Jal.                                                                                                                      ","Chilatán, Jal.                                    ",Balsas,Jalisco,437.68,807.15,429.45,590.025,425.81,522.982,89
60,"Madín, Méx.                                                                                                                                           ","Madín, Méx.                                       ",Aguas del Valle de México,México,2346.04,17.964,2336.29,9.37,2337.11,16.74,179
61,"Pucuato, Mich.                                                                                                                                        ","Pucuato, Mich.                                    ",Balsas,Michoacán,2500,11.534,2499,9.485,2499,11.826,125
62,"Valle de Bravo, Méx.                                                                                                                                  ","Valle de Bravo, Méx.                              ",Balsas,México,1833,449.42,1830,394.39,1826.96,341.307,87
63,"Valerio Trujano, Gro.                                                                                                                                 ","Tepecoacuilco, Gro.                               ",Balsas,Guerrero,842.78,51.727,840,31.014,834.86,15.813,51
64,"Zicuirán, Mich.                                                                                                                                       ","La Peña, Mich.                                    ",Balsas,Michoacán,301.44,47.485,299,36.294,295.09,33.043,91
65,"José María Morelos y Pavón, Mich.                                                                                                                     ","La Villita, Mich.                                 ",Balsas,Michoacán,56.73,686.94,51.2,545.93,49.29,480.1,88
66,"Francisco Zarco, Dgo.                                                                                                                                 ","Las Tórtolas, Dgo.                                ",Cuencas Centrales del Norte,Durango,1210.05,383.16,1208.2,309.24,1201.98,181.56,59
67,"Vicente Guerrero, Tamps.                                                                                                                              ","Las Adjuntas, Tamps.                              ",Golfo Norte,Tamaulipas,144.04,5498.23,140.44,3910.69,131.46,1256.95,32
68,"Ing. Fernando Hiriart Balderrama, Hgo.                                                                                                                ","Zimapán, Hgo.                                     ",Golfo Norte,Hidalgo,1563,1460,1560,1390,1461.88,179.001,13
69,"Huapango, Méx.                                                                                                                                        ","Huapango, Méx.                                    ",Aguas del Valle de México,México,2512.8,126.5,2512.65,121.3,2509.74,25.238,21
70,"La Esperanza, Hgo.                                                                                                                                    ","La Esperanza, Hgo.                                ",Golfo Norte,Hidalgo,2209.6,4.2,2207.7,3.92,2207.26,1.154,29
71,"José Antonio Alzate, Méx.                                                                                                                             ","San Bernabé, Méx.                                 ",Lerma-Santiago-Pacífico,México,2566.92,52.509,2565.5,35.312,2566.04,41.07,116
72,"El Cazadero, Zac.                                                                                                                                     ","El Cazadero, Zac                                  ",Cuencas Centrales del Norte,Zacatecas,1919.94,44.68,1916,22.178,1913.99,28.558,129
73,"Paso de Piedras, Ver.                                                                                                                                 ","Chicayán, Ver.                                    ",Golfo Norte,Veracruz de Ignacio de la Llave,28.28,572.32,23.07,220,23.78,257.353,117
74,"Constitución de 1917, Qro.                                                                                                                            ","Hidalgo, Qro.                                     ",Golfo Norte,Querétaro,1928.39,76.461,1927.06,66.08,1913.86,4.816,7
75,"Ignacio Ramírez, Méx.                                                                                                                                 ","La Gavia, Méx.                                    ",Lerma-Santiago-Pacífico,México,2550.48,36.3,2548.48,20.5,2549.25,26.802,131
76,"Tepuxtepec, Mich.                                                                                                                                     ","Tepuxtepec, Mich.                                 ",Lerma-Santiago-Pacífico,Michoacán,2350,537.527,2348.11,449.97,2345.47,341.369,76
77,"Melchor Ocampo, Mich.                                                                                                                                 ","El Rosario, Mich.                                 ",Lerma-Santiago-Pacífico,Michoacán,1714.41,249.843,1711.9,194.454,1710.96,140.496,72
78,"San Andrés Tepetitlán, Méx.                                                                                                                           ","Tepetitlán,Méx.                                   ",Lerma-Santiago-Pacífico,México,2594.46,81.029,2592.02,59.966,2590.96,59.364,99
79,"Lago de Chapala, Jal.                                                                                                                                 ","Chapala, Jal.                                     ",Lerma-Santiago-Pacífico,Jalisco,99,9279.71,98,8126.41,95.26,3635.51,45
80,"El Niágara, Ags.                                                                                                                                      ","El Niágara, Ags.                                  ",Lerma-Santiago-Pacífico,Aguascalientes,1832.4,31.695,1828.4,16.188,1828.41,16.32,101
81,"Tacotán, Jal.                                                                                                                                         ","Tacotán, Jal.                                     ",Lerma-Santiago-Pacífico,Jalisco,1406.29,169,1403.06,149.239,1393.67,104.414,70
82,"Ramón Corona Madrigal General, Jal.                                                                                                                   ","Trigomil, Jal.                                    ",Lerma-Santiago-Pacífico,Jalisco,1209.36,324,1201.4,250,1182.39,120.599,48
83,"Ing. Santiago Camarena, Jal.                                                                                                                          ","La Vega, Jal.                                     ",Lerma-Santiago-Pacífico,Jalisco,1258.86,80,1257,44.035,1256.91,42.519,97
84,"Guaracha, Mich.                                                                                                                                       ","San Antonio, Mich.                                ",Lerma-Santiago-Pacífico,Michoacán,1580.11,29.79,1580.01,28.677,1578.36,22.665,79
85,"Plutarco Elías Calles, Ags.                                                                                                                           ","Calles, Ags.                                      ",Lerma-Santiago-Pacífico,Aguascalientes,2022,407.438,2020,358.121,2011.39,181.435,51
86,"Basilio Vadillo, Jal.                                                                                                                                 ","Las Piedras, Jal.                                 ",Lerma-Santiago-Pacífico,Jalisco,978.97,146.888,974.35,124.75,970.34,128.851,103
87,"Corrinchis, Jal.                                                                                                                                      ",Corrinchis                                        ,Lerma-Santiago-Pacífico,Jalisco,1336.1,29,1332.6,20,1330.12,14.71,74
88,"Laguna de Amela, Col.                                                                                                                                 ","Tecomán, Col.                                     ",Lerma-Santiago-Pacífico,Colima,7.64,41.3,7.39,38.343,7.33,37.652,98
89,"Cajón de Peña, Jal.                                                                                                                                   ","Tomatlán, Jal.                                    ",Lerma-Santiago-Pacífico,Jalisco,139.2,707.62,131.66,500,128.56,424.698,85
90,"Aguamilpa Solidaridad, Nay.                                                                                                                           ","Aguamilpa, Nay.                                   ",Lerma-Santiago-Pacífico,Nayarit,232,6950,222,5785.16,195.9,3400.23,59
91,"Álvaro Obregón, Son.                                                                                                                                  ","Oviachic, Son.                                    ",Noroeste,Sonora,112.2,4409.75,105.5,3023.15,104.65,2857.5,95
92,"Josefa Ortiz de Domínguez, Sin.                                                                                                                       ","El Sabino, Sin.                                   ",Pacífico Norte,Sinaloa,112.65,685.11,109.5,519.28,108,437,84
93,"Peña del Águila, Dgo.                                                                                                                                 ","Peña Del Águila, Dgo.                             ",Pacífico Norte,Durango,1895.27,54.902,1892.5,27.948,1891.7,26.361,94
94,"Santiago Bayacora, Dgo.                                                                                                                               ","Santiago Bayacora, Dgo.                           ",Pacífico Norte,Durango,1965.94,169.869,1959.01,130.047,1952.37,98.7,76
95,"La Boquilla, Chih.                                                                                                                                    ","Lago de Toronto, Chih.                            ",Río Bravo,Chihuahua,1319.1,3209.63,1317,2846.78,1304.49,1299,46
96,"Plutarco Elías Calles, Son.                                                                                                                           ","El Novillo, Son.                                  ",Noroeste,Sonora,296.8,3511.96,290.5,2833.07,282.19,2226.15,79
97,"Abraham González, Chih.                                                                                                                               ","Guadalupe, Chih.                                  ",Noroeste,Chihuahua,2051.3,102.891,2047.8,79.354,2044.25,64.138,81
98,"Miguel Hidalgo, Sin.                                                                                                                                  ","El Mahoné, Sin.                                   ",Pacífico Norte,Sinaloa,148,4171.27,142.36,3312.89,135.16,2361.07,71
99,"San Gabriel, Dgo.                                                                                                                                     ","San Gabriel, Dgo.                                 ",Río Bravo,Durango,1783.39,377.338,1777.9,245.431,1771.3,138.8,57
100,"Las Vírgenes, Chih.                                                                                                                                   ","Francisco I. Madero, Chih.                        ",Río Bravo,Chihuahua,1242.56,456.461,1239.3,333.315,1227.37,110,33
101,"Chihuahua, Chih.                                                                                                                                      ","Chihuahua, Chih.                                  ",Río Bravo,Chihuahua,1544.28,35.631,1540.82,23.383,1524.45,1.98,8
102,"Ing. Aurelio Benassini Vizcaíno, Sin.                                                                                                                 ","El Salto o Elota, Sin.                            ",Pacífico Norte,Sinaloa,164.64,815.592,154.5,403.9,151.5,330.2,82
103,"Sabaneta, Mich.                                                                                                                                       ","Sabaneta, Mich.                                   ",Balsas,Michoacán,2508.95,5.875,2508,5.043,2510.47,5.432,108
104,"El Bosque, Mich.                                                                                                                                      ","El Bosque, Mich.                                  ",Balsas,Michoacán,1743,220.1,1741.4,202.4,1731.05,104.28,52
105,"El Rodeo, Mor.                                                                                                                                        ","El Rodeo, Mor.                                    ",Balsas,Morelos,1166.5,33.137,1164.2,26.984,1153.15,4.384,16
106,"Vicente Guerrero, Gro.                                                                                                                                ","Palos Altos, Gro.                                 ",Balsas,Guerrero,430.3,300,425,249.49,418.84,180,72
